  Verrucomicrobia Chlamydiae stramenopiles Aquificae Actinobacteria Chlorobi Diplomonadida Lobosea Euglenozoa unclassified Cyanobacteria Lentisphaerae Rhodophyta candidate Viridiplantae Mycetozoa Thermotogales Dictyoglomi artificial ssDNA Pelobiontida Nitrospirae Deinococcus-Thermus Proteobacteria Tenericutes Acidobacteria Spirochaetes Plasmodiophorida Firmicutes dsDNA Chloroflexi Planctomycetes Fungi environmental plasmids Cryptophyta Fusobacteria Korarchaeota ssRNA Crenarchaeota Alveolata Entamoebidae Jakobidae Nanoarchaeota Bacteroidetes Rhizaria dsRNA Parabasalidea Metazoa Acanthamoebidae Thermotogae Glaucocystophyceae Fibrobacteres Euryarchaeota Spirochaetales
610 1 254 3535 45 43 1294 86 210 400 291 2 1351 129 5 3 11 188 646 28 6108 3440 23 1 1 5 1 7 3217 36 1 1 22 0 132 1 15545 5 12 0 309 64 309 3 264 5071 5 45 391 1 565 5 0 5100 71 1 
611 2 250 3477 49 40 1303 79 234 428 305 2 1364 136 3 1 8 196 645 20 6193 3432 19 3 1 8 1 5 3149 39 2 1 16 1 135 2 15618 3 16 1 302 75 275 2 258 5045 4 44 395 1 576 2 2 5029 75 1 
612 2 265 3443 43 48 1344 82 204 424 300 1 1337 141 6 2 6 194 636 20 6192 3443 23 2 1 7 0 5 3114 42 1 0 19 2 115 1 15660 3 14 0 292 84 288 1 264 5015 5 37 383 2 566 5 2 5117 69 2 
613 2 258 3425 43 41 1286 86 218 438 309 2 1353 132 5 2 11 194 619 22 6168 3556 19 0 1 9 0 4 3177 46 0 1 23 0 114 1 15578 4 17 0 330 66 287 2 258 5043 5 40 372 2 579 4 0 5045 72 2 
614 3 233 3446 49 38 1313 98 199 457 290 1 1328 131 4 2 14 190 655 19 6120 3461 17 3 0 8 0 5 3161 31 3 1 12 0 133 0 15608 5 8 1 311 75 278 2 261 5122 3 40 412 2 579 3 1 5060 66 0 
615 1 261 3416 39 37 1276 83 214 465 299 2 1330 130 3 1 9 202 624 22 6159 3474 17 2 0 7 0 0 3126 45 2 0 21 1 108 2 15698 5 10 1 290 84 279 1 253 5097 3 32 396 0 548 4 1 5099 77 2 
616 1 261 3431 46 41 1312 89 215 413 301 1 1328 129 5 1 10 196 637 26 6154 3431 17 2 1 9 1 4 3179 34 2 1 17 1 127 2 15680 6 10 0 306 79 293 2 259 5011 3 44 395 1 599 4 1 5084 81 1 
617 2 267 3479 45 42 1310 87 212 414 303 1 1362 125 7 3 13 185 612 22 6163 3460 12 2 1 8 1 4 3179 39 2 0 21 1 124 1 15557 4 9 1 311 86 294 0 267 5050 5 32 377 1 591 5 0 5095 77 0 
618 1 250 3500 48 40 1296 78 225 397 301 2 1295 123 5 3 8 201 667 22 6235 3423 24 2 1 9 1 4 3134 38 2 1 25 0 120 1 15540 3 8 0 296 75 299 1 240 5166 4 45 402 1 576 6 0 5059 78 1 
619 3 262 3465 43 34 1261 96 224 398 303 1 1366 134 4 3 12 207 639 18 6090 3428 20 3 0 7 0 4 3178 43 2 0 22 1 126 3 15692 6 11 1 319 68 287 0 258 5049 4 33 389 2 599 6 1 5062 77 0 
620 2 248 3523 55 44 1287 79 225 453 296 2 1354 139 3 0 12 185 601 26 6109 3360 19 3 1 8 1 5 3202 36 0 1 22 1 119 0 15625 3 13 1 310 75 277 0 238 5120 3 40 385 1 586 7 1 5092 67 0 
621 3 247 3425 45 43 1261 100 218 434 284 2 1308 132 5 2 10 185 654 23 6130 3471 19 1 1 9 0 3 3206 45 1 0 21 1 127 2 15662 6 11 0 320 68 292 1 249 5037 5 37 399 0 569 5 1 5122 80 0 
622 1 252 3489 49 40 1302 99 215 414 290 1 1356 121 2 1 11 195 624 21 6182 3401 24 2 0 7 0 4 3177 43 1 1 22 0 135 0 15600 6 4 1 306 82 288 1 268 5018 1 34 405 2 577 4 2 5114 77 2 
623 3 260 3496 37 41 1315 85 207 432 296 0 1346 128 4 2 10 201 637 23 6192 3399 20 0 0 8 0 3 3157 48 3 0 22 1 120 1 15537 6 10 0 287 85 278 2 268 5089 3 45 402 2 577 7 1 5124 84 1 
624 2 244 3466 42 45 1301 82 229 418 303 1 1388 148 4 2 12 198 634 21 6123 3482 20 3 1 8 1 7 3143 39 2 0 25 1 124 2 15601 3 16 1 309 73 286 0 243 5064 5 34 369 2 577 5 0 5077 75 2 
625 2 254 3509 45 45 1291 93 224 430 302 0 1343 146 5 3 11 188 613 25 6139 3384 24 2 1 8 1 5 3092 39 1 1 21 0 125 1 15651 4 10 0 317 83 289 2 264 5054 5 41 406 2 580 3 1 5090 77 1 
626 0 250 3452 46 36 1306 94 207 427 305 1 1343 145 5 1 12 184 628 17 6082 3442 10 1 1 8 0 4 3232 44 1 0 19 2 127 0 15635 5 13 0 306 82 298 0 265 5130 5 41 367 1 585 6 1 5030 66 1 
627 2 251 3492 51 48 1290 94 234 423 288 2 1311 132 4 3 8 200 654 21 6235 3474 18 2 1 7 1 4 3157 40 2 0 27 2 127 2 15471 5 13 0 320 72 270 2 264 5082 2 42 382 2 559 6 2 5081 79 1 
628 2 243 3403 52 44 1309 88 209 430 302 1 1328 129 3 2 9 209 616 24 6219 3483 13 1 1 4 0 4 3097 37 2 0 22 2 118 1 15572 7 13 0 308 70 281 2 254 5119 4 45 399 1 599 4 0 5103 71 1 
629 1 244 3433 45 34 1291 89 209 408 294 1 1314 128 2 2 11 204 650 22 6129 3478 23 2 1 10 1 6 3180 43 2 1 21 1 123 2 15651 4 13 1 323 75 294 2 264 5083 4 38 367 1 563 6 2 5105 72 0 
630 1 273 3447 48 42 1296 92 211 425 313 2 1295 131 4 1 12 204 638 30 6188 3484 18 0 0 6 0 2 3152 41 1 1 24 1 137 2 15639 6 12 0 297 72 279 3 238 5013 4 41 406 1 593 4 1 5057 74 2 
631 3 253 3420 50 35 1287 83 209 449 281 2 1370 130 6 2 12 181 641 24 6152 3359 20 2 0 10 0 9 3119 45 3 1 22 1 116 3 15748 7 17 0 282 63 294 2 261 5136 5 45 369 0 573 5 2 5078 74 2 
632 1 249 3440 41 47 1293 89 230 428 300 2 1369 124 4 2 10 182 626 26 6154 3457 18 3 1 9 1 6 3157 45 2 1 21 1 121 2 15558 3 10 0 296 65 295 1 266 5120 3 43 394 0 603 6 2 5077 72 0 
633 2 261 3375 35 33 1291 90 208 430 294 2 1345 124 4 1 11 187 625 20 6217 3446 16 1 1 4 1 4 3176 37 2 1 20 2 126 2 15700 6 15 1 316 88 269 2 253 5047 4 39 374 1 579 6 1 5122 79 2 
634 2 229 3405 51 37 1255 93 209 444 281 1 1364 133 2 3 6 188 655 24 6134 3425 17 3 1 5 0 6 3157 41 2 0 19 2 130 3 15601 5 12 1 310 89 290 1 247 5203 4 34 384 0 561 6 2 5130 74 1 
635 2 250 3453 47 37 1297 80 204 419 317 0 1327 124 3 0 12 188 650 23 6254 3421 19 1 0 7 0 3 3115 51 2 1 22 2 124 2 15525 6 13 1 286 82 304 0 278 5133 5 39 389 1 579 4 1 5074 76 2 
636 3 261 3524 40 43 1312 92 225 390 287 1 1383 132 6 1 11 180 625 22 6149 3410 19 2 1 8 0 2 3190 42 2 1 27 1 135 0 15540 5 12 0 303 80 258 0 254 5092 5 35 390 1 557 7 0 5117 89 0 
637 1 260 3498 46 38 1314 93 214 431 292 1 1366 146 5 2 12 199 619 24 6168 3391 13 3 1 10 1 7 3186 35 1 1 17 0 129 2 15562 4 12 1 308 70 295 1 278 5101 6 40 390 2 569 6 1 5031 75 1 
638 2 263 3449 44 36 1283 82 193 429 302 1 1336 134 3 0 8 178 624 22 6109 3469 20 2 1 9 0 7 3133 41 1 0 26 2 129 3 15579 5 13 0 300 83 262 3 261 5132 4 42 399 2 582 4 1 5153 85 1 
639 1 263 3473 38 33 1249 88 211 411 283 0 1393 145 4 3 7 203 630 20 6158 3438 20 2 1 5 1 7 3179 32 3 1 18 2 115 1 15590 4 17 1 296 83 281 3 272 5097 3 40 397 1 580 7 1 5056 81 1 
640 1 254 3501 43 40 1274 92 220 426 318 0 1309 121 5 2 10 175 618 23 6175 3496 17 2 0 8 1 3 3191 42 1 1 21 0 119 2 15467 4 13 1 287 84 292 2 250 5163 4 36 399 2 552 3 1 5080 92 2 
641 3 249 3509 56 45 1308 89 206 408 301 2 1342 135 6 2 11 195 622 18 6211 3391 24 1 1 7 0 4 3207 39 2 1 18 0 117 3 15520 5 14 1 309 71 279 0 253 5071 2 40 407 1 572 2 1 5125 82 2 
642 2 256 3454 47 37 1291 85 219 453 306 1 1290 147 4 2 11 202 619 24 6124 3441 16 1 1 9 1 6 3201 34 0 1 21 2 128 2 15555 3 13 0 299 78 266 2 245 5207 6 39 375 0 598 3 0 5094 82 1 
643 3 255 3432 49 39 1297 79 217 451 294 1 1379 141 4 1 12 183 624 22 6150 3438 16 0 1 6 1 6 3180 37 1 0 17 1 138 2 15624 4 8 1 315 79 275 2 258 5052 5 39 396 1 591 6 2 5092 72 2 
644 2 266 3531 48 38 1305 88 223 432 310 0 1271 122 4 2 12 204 607 17 6165 3435 16 3 1 8 1 6 3165 45 1 1 19 2 123 2 15595 5 12 1 302 76 270 1 268 5085 7 40 378 1 598 4 1 5115 69 0 
645 2 258 3537 46 41 1304 89 221 409 295 1 1300 138 5 2 10 205 619 22 6123 3426 19 1 1 7 1 6 3153 40 2 1 15 2 136 1 15617 5 15 1 285 80 286 2 246 5090 3 44 397 1 582 4 0 5073 83 2 
646 1 254 3512 46 40 1295 97 215 436 281 2 1342 130 7 1 12 192 647 18 6155 3457 15 1 1 10 1 4 3125 38 2 0 14 1 138 2 15534 5 9 1 291 92 282 3 277 5141 5 37 378 1 590 5 1 5063 76 1 
647 2 255 3429 55 44 1336 91 211 416 307 2 1347 132 5 2 9 199 613 17 6163 3484 19 2 1 9 1 4 3165 39 0 1 17 1 129 2 15667 7 7 1 289 71 265 2 265 5119 3 33 411 2 552 6 2 4982 72 0 
648 2 254 3423 47 37 1283 92 228 455 274 1 1365 136 7 1 12 183 614 20 6087 3430 15 2 1 8 1 2 3203 34 2 1 27 1 128 1 15603 5 16 1 290 71 302 1 242 5165 3 41 392 2 584 6 1 5072 86 1 
649 1 256 3525 44 41 1312 87 220 443 318 2 1342 130 3 2 9 196 630 19 6197 3417 17 2 0 10 1 4 3140 44 2 1 20 2 121 2 15534 6 10 0 311 81 284 0 241 5108 4 44 379 0 582 8 1 5007 69 1 
650 2 254 3466 46 44 1299 98 221 413 294 0 1353 128 7 2 12 192 620 28 6194 3404 11 2 1 8 1 2 3127 36 0 1 19 1 133 1 15686 4 11 0 316 84 292 1 248 5040 5 45 411 1 572 7 0 5090 79 0 
651 2 261 3563 39 44 1303 97 204 424 314 1 1377 129 4 0 10 205 644 23 6066 3490 22 1 1 7 1 2 3162 42 2 0 22 2 114 2 15590 4 10 0 321 79 268 1 258 5108 3 40 405 1 563 6 1 4998 74 1 
652 1 249 3476 55 41 1273 81 227 416 311 2 1383 133 3 1 9 207 619 25 6073 3493 18 1 1 11 1 5 3125 42 3 1 17 1 116 1 15561 4 10 1 307 89 275 3 260 5159 5 40 415 1 583 8 2 5034 74 2 
653 1 243 3511 45 41 1258 87 203 441 294 0 1333 123 3 2 9 195 639 20 6109 3473 22 2 1 7 0 8 3191 40 3 1 18 0 118 1 15611 3 10 0 309 78 281 1 250 5065 5 35 398 0 570 4 0 5107 80 1 
654 2 260 3437 45 37 1285 86 216 431 293 0 1327 154 4 2 8 195 655 17 6214 3379 23 3 0 10 1 3 3148 39 1 1 19 1 116 2 15633 1 12 1 282 78 285 2 258 5147 6 40 381 0 575 6 0 5085 79 0 
655 2 259 3441 47 42 1305 92 206 418 295 1 1348 142 4 3 12 186 620 22 6159 3440 18 2 0 9 0 3 3146 41 3 0 21 1 132 0 15624 4 12 0 311 72 286 0 267 5071 4 40 380 1 606 5 1 5103 73 2 
656 3 266 3485 53 48 1294 86 213 430 285 1 1348 133 4 2 10 159 632 22 6200 3482 19 2 0 7 0 5 3168 38 2 0 17 1 125 1 15585 6 10 0 303 73 279 2 252 5097 4 39 390 2 577 4 2 5038 61 1 
657 2 251 3460 50 38 1247 92 219 421 291 0 1348 148 5 2 10 205 605 23 6229 3424 18 3 1 9 0 3 3184 33 2 1 17 1 128 1 15669 3 11 1 306 76 288 1 271 5126 6 36 391 1 536 2 0 5013 77 2 
658 1 278 3439 50 42 1300 95 228 438 293 2 1332 139 5 1 6 198 610 24 6202 3373 20 2 0 9 0 3 3183 40 0 1 18 2 118 2 15582 6 15 1 319 77 274 3 270 5059 3 37 385 0 586 6 2 5085 82 2 
659 2 250 3464 47 44 1268 89 211 428 321 0 1354 115 5 0 6 212 637 24 6168 3458 21 2 1 8 1 4 3131 47 1 0 20 1 130 3 15632 7 10 1 293 80 296 2 253 5058 5 45 399 0 568 4 1 5052 78 1 
660 2 253 3468 42 35 1296 84 231 415 292 2 1327 127 5 1 9 187 641 25 6070 3445 19 3 0 7 1 4 3183 36 2 0 22 1 122 2 15642 2 10 1 297 82 274 1 265 5186 5 39 394 1 566 5 2 5071 74 1 
661 2 249 3466 42 38 1276 76 204 423 308 1 1355 131 7 1 11 195 634 27 6172 3470 17 2 1 6 0 4 3178 46 3 1 25 2 121 0 15583 4 11 1 309 81 286 1 243 5092 5 41 423 1 567 1 1 5042 73 2 
662 2 252 3500 38 35 1263 91 223 436 282 1 1341 124 6 2 9 201 653 24 6243 3376 24 2 0 5 1 5 3083 37 2 1 23 2 116 2 15627 4 11 0 305 81 274 1 261 5146 6 27 409 1 559 5 0 5068 85 0 
663 2 244 3527 41 37 1301 78 203 448 263 2 1355 126 3 2 11 182 609 21 6132 3485 23 2 0 8 0 4 3125 42 3 0 16 1 123 1 15647 5 12 0 321 81 272 1 254 5030 5 43 381 2 572 5 0 5144 68 0 
664 2 275 3555 49 34 1290 85 211 441 286 1 1369 137 4 0 8 196 654 20 6100 3472 16 1 0 6 0 5 3093 35 0 1 22 0 121 0 15553 5 12 0 297 85 270 2 263 5145 4 38 396 1 577 5 2 5051 75 1 
665 2 241 3444 45 41 1331 95 209 421 305 1 1329 149 5 3 8 203 635 22 6052 3456 22 0 0 5 0 7 3180 38 3 1 22 2 126 1 15692 6 12 1 296 77 268 3 252 5078 4 34 404 1 584 3 0 5052 82 0 
666 0 238 3408 46 39 1313 79 212 441 282 2 1366 135 3 1 10 198 624 23 6212 3422 19 2 0 11 0 6 3153 44 2 1 24 2 128 2 15691 4 12 1 296 75 286 3 263 5055 6 43 407 1 566 2 1 5030 91 1 
667 3 235 3492 53 41 1280 88 206 416 295 2 1363 141 4 3 14 177 651 24 6104 3442 19 2 1 8 0 5 3136 39 1 1 21 0 119 0 15577 1 10 0 309 82 284 2 238 5085 6 39 394 1 576 5 0 5179 82 2 
668 2 256 3379 45 35 1281 95 195 450 323 1 1360 140 6 2 7 196 640 27 6101 3420 16 1 1 8 1 8 3197 42 1 0 26 1 138 1 15652 6 14 0 294 64 294 3 261 5159 4 43 387 0 576 5 1 5030 86 1 
669 2 248 3453 42 44 1304 97 210 432 283 2 1324 133 6 1 13 180 669 22 6164 3469 17 1 1 6 1 5 3072 37 1 1 18 2 132 1 15643 4 15 1 300 69 265 1 251 5097 5 40 400 2 586 5 0 5136 74 1 
670 3 269 3403 47 39 1307 89 224 438 294 1 1363 144 2 2 10 196 640 27 6210 3427 20 2 1 13 1 5 3152 39 1 1 21 2 130 3 15614 3 14 0 305 79 288 2 259 5014 6 40 397 1 575 3 2 5091 85 1 
671 2 266 3414 46 41 1323 89 218 420 307 0 1292 139 5 3 9 180 621 20 6240 3413 19 1 1 12 1 5 3160 34 0 0 20 2 112 1 15628 5 9 1 290 79 295 3 255 5107 5 51 408 2 589 4 2 5063 71 0 
672 1 259 3487 47 44 1327 85 213 425 297 1 1341 121 7 2 7 191 636 23 6276 3433 21 2 1 7 1 6 3146 48 3 1 19 1 119 1 15535 4 12 0 299 80 282 3 234 5064 4 40 390 1 589 2 2 5041 76 0 
673 1 275 3482 51 40 1323 91 197 439 289 2 1378 143 7 3 8 180 614 25 6116 3414 21 3 1 7 0 4 3120 33 0 1 22 0 131 1 15619 5 14 0 307 71 294 1 264 5086 3 38 381 1 560 3 1 5127 85 1 
674 0 262 3457 50 28 1310 93 216 433 302 0 1377 137 3 1 13 194 605 21 6040 3378 26 3 1 7 1 4 3188 39 3 1 26 0 127 1 15650 4 12 0 318 77 297 3 258 5122 5 45 389 1 580 5 1 5072 74 1 
675 0 249 3492 43 39 1360 97 204 433 286 1 1352 135 5 2 14 186 600 28 6165 3512 24 2 1 9 1 5 3143 37 0 0 21 2 123 1 15544 4 9 1 279 84 289 3 241 5112 5 39 417 1 599 7 2 4990 87 0 
676 2 254 3425 49 42 1338 92 219 421 287 0 1304 123 5 2 13 198 634 21 6148 3468 17 1 1 10 0 4 3170 34 1 1 24 1 126 3 15640 4 8 0 293 75 265 2 261 5142 6 40 412 2 593 3 0 5060 73 1 
677 3 245 3466 44 41 1325 78 222 428 276 1 1368 120 4 2 13 204 614 23 6120 3407 18 2 1 8 0 6 3130 38 2 1 22 2 127 3 15633 3 14 0 308 70 286 2 260 5094 6 32 414 2 596 4 1 5111 67 1 
678 2 258 3390 49 40 1296 91 221 426 294 1 1381 138 6 2 10 188 616 20 6167 3439 17 1 1 10 1 6 3102 36 2 1 18 0 138 2 15553 5 17 0 321 83 302 1 257 5088 4 38 385 1 591 5 0 5151 73 2 
679 1 268 3426 41 39 1267 90 217 452 291 1 1372 130 4 2 7 189 636 21 6132 3447 24 1 0 8 0 5 3224 43 2 0 24 1 133 3 15521 3 15 1 316 78 278 2 259 5100 2 41 424 2 564 5 1 5069 87 1 
680 2 257 3529 57 42 1284 78 217 416 301 2 1355 128 6 2 13 198 614 25 6110 3455 21 2 1 7 1 5 3129 42 2 1 21 2 134 0 15630 3 15 1 298 83 289 1 274 5062 7 46 397 1 559 4 1 5094 77 0 
681 1 266 3455 50 39 1250 80 201 423 300 1 1394 128 4 1 10 199 680 30 6127 3377 18 2 0 11 0 7 3215 42 2 1 20 1 121 3 15611 4 15 1 320 89 285 2 262 5063 5 35 406 1 575 4 2 5049 78 1 
682 1 267 3452 47 40 1309 93 200 433 308 0 1320 128 5 2 10 184 636 24 6238 3420 21 1 1 8 0 3 3170 44 1 1 20 2 125 2 15566 6 15 1 297 86 285 3 264 5137 6 39 388 0 562 5 1 5043 78 0 
683 1 253 3446 47 37 1283 97 214 411 313 2 1373 129 6 3 10 194 625 18 6172 3473 15 1 1 7 0 5 3156 36 2 0 21 0 122 0 15636 2 10 1 316 84 292 1 265 5103 4 45 376 1 571 3 0 5016 77 1 
684 2 259 3350 41 32 1317 91 215 438 287 1 1357 131 5 2 8 204 644 23 6173 3423 19 1 1 12 0 4 3082 38 3 1 18 1 134 0 15763 5 10 1 297 76 266 3 259 5114 6 43 395 1 583 5 2 5039 84 2 
685 2 257 3483 43 32 1273 89 214 445 308 1 1378 133 5 3 12 183 638 20 6156 3473 18 2 0 11 0 7 3223 39 3 1 19 2 127 2 15562 3 16 0 292 78 283 1 259 5064 2 38 391 0 580 4 1 5044 68 1 
686 1 255 3480 47 44 1276 88 215 444 290 1 1393 126 6 2 11 216 609 20 6213 3495 16 2 1 9 1 4 3217 38 2 0 27 1 121 1 15597 4 10 0 291 75 273 1 248 5000 3 40 386 2 589 4 1 4997 82 1 
687 1 247 3474 46 42 1298 76 215 422 291 1 1345 137 2 2 13 205 617 25 6237 3464 21 1 1 8 0 3 3143 29 3 1 24 1 133 1 15624 2 12 1 299 78 270 1 241 5049 6 42 373 2 580 4 2 5079 63 2 
688 1 253 3486 49 44 1332 91 203 440 305 1 1350 139 4 1 9 182 606 25 6147 3443 20 0 0 10 1 5 3177 38 2 1 23 1 131 2 15581 5 12 1 314 69 280 2 237 5093 7 42 399 1 561 4 2 5100 79 1 
689 2 238 3464 49 38 1286 87 210 437 289 1 1358 137 7 1 12 200 624 17 6223 3414 18 1 1 9 1 5 3151 43 2 1 16 1 128 1 15494 5 8 0 327 80 285 2 246 5041 4 39 388 1 613 4 2 5183 78 1 
690 0 276 3481 47 45 1330 82 215 432 308 2 1365 140 3 1 14 186 638 21 6082 3510 25 1 1 5 0 4 3103 40 3 0 18 2 126 2 15629 6 10 1 294 82 279 3 272 5071 3 44 385 1 579 7 2 5030 75 2 
691 0 251 3475 45 40 1283 92 194 428 293 0 1312 132 5 1 12 185 669 21 6180 3443 22 0 0 7 0 4 3199 43 3 1 18 1 135 2 15708 3 8 1 298 70 277 3 250 5039 5 44 390 2 571 6 1 5017 81 1 
692 1 252 3507 44 34 1231 90 200 415 314 1 1332 124 8 2 6 191 659 21 6190 3499 19 1 0 7 1 6 3159 36 3 0 22 1 125 3 15631 6 18 0 308 83 277 3 254 5046 4 41 399 2 582 6 0 5034 89 2 
693 1 243 3470 43 40 1278 94 222 429 288 0 1404 134 4 2 12 207 660 22 6119 3452 19 2 1 7 0 5 3113 32 3 1 21 1 124 2 15707 4 12 1 313 84 279 3 258 5016 3 36 380 1 589 3 1 5071 82 1 
694 1 240 3530 46 43 1314 91 220 446 299 2 1355 132 3 1 11 189 621 20 6248 3447 25 2 0 7 1 5 3155 33 2 0 23 0 129 1 15550 4 12 0 283 75 252 2 252 5000 4 47 407 2 545 5 2 5117 72 2 
695 1 253 3460 43 35 1296 97 194 435 294 2 1335 125 4 2 6 186 615 23 6211 3474 23 1 1 8 0 6 3162 36 2 1 17 2 115 2 15681 4 10 1 314 74 277 3 248 5154 6 39 385 0 568 2 2 4968 71 2 
696 2 233 3460 49 36 1325 88 219 440 292 2 1391 142 6 2 11 179 620 24 6126 3415 22 2 1 7 1 2 3109 35 3 0 18 1 129 2 15605 2 10 1 316 76 271 2 258 5101 5 37 420 2 584 5 1 5109 86 0 
697 2 258 3505 56 35 1288 88 205 427 297 1 1312 130 7 2 13 209 634 21 6223 3445 24 3 0 10 1 5 3213 38 0 1 19 1 132 2 15540 2 10 1 310 69 291 2 254 5097 3 37 398 1 593 5 0 5027 61 1 
698 2 232 3446 48 35 1291 83 227 423 291 1 1337 133 4 2 10 206 594 20 6175 3479 19 3 0 7 0 9 3155 43 1 0 19 2 128 3 15663 2 13 0 298 70 289 2 255 5066 5 47 407 2 574 4 2 5058 73 2 
699 2 264 3427 43 37 1281 75 218 455 291 1 1368 137 2 2 10 190 595 22 6152 3446 24 2 0 5 0 6 3182 38 2 1 24 1 121 3 15562 6 9 0 314 83 277 0 244 5127 6 42 368 1 592 3 0 5125 65 2 
700 1 260 3491 51 50 1322 86 207 418 292 1 1298 126 5 1 14 196 602 20 6147 3493 18 0 1 4 0 3 3191 42 2 0 23 2 124 3 15628 3 11 1 315 80 295 2 239 5039 5 42 399 1 566 4 1 5093 72 1 
701 1 256 3384 53 42 1254 79 201 434 290 1 1304 135 3 1 9 192 614 19 6153 3514 27 3 0 7 1 2 3142 41 1 1 18 1 118 0 15760 3 10 0 287 83 292 2 268 5065 5 39 409 1 571 2 2 5058 81 1 
702 1 243 3457 48 41 1260 94 236 415 278 1 1366 132 5 1 11 180 648 21 6209 3467 20 2 0 10 0 7 3121 44 1 0 21 2 131 1 15601 4 11 0 290 78 290 1 258 5069 5 40 389 1 582 5 1 5087 76 2 
703 2 260 3443 50 37 1315 90 211 429 310 0 1371 135 3 2 7 183 653 25 6152 3405 21 1 1 9 1 6 3101 42 1 0 24 1 134 0 15581 5 11 1 304 73 296 1 269 5127 6 35 373 1 578 3 1 5103 81 0 
704 3 252 3430 42 37 1345 91 218 437 294 1 1356 135 5 2 8 187 635 23 6213 3406 26 1 0 9 1 7 3104 39 2 1 20 2 126 2 15490 6 14 1 295 82 291 2 265 5116 6 46 392 1 577 4 0 5113 74 1 
705 0 267 3445 46 44 1284 96 217 433 288 1 1352 138 5 2 10 181 645 21 6166 3459 19 2 1 12 1 7 3141 42 3 0 23 0 125 3 15618 6 12 0 311 78 270 2 253 5097 3 46 383 0 575 4 1 5060 68 1 
706 2 247 3451 49 41 1291 82 223 442 282 1 1317 119 4 3 14 187 650 18 6160 3442 18 1 1 11 0 6 3144 40 3 0 20 1 127 0 15536 5 12 1 312 79 261 2 251 5188 5 39 409 2 588 5 0 5114 82 1 
707 1 238 3464 50 38 1254 94 227 426 280 1 1362 140 6 2 11 188 641 22 6071 3467 22 1 1 9 1 4 3158 41 2 1 19 1 103 2 15666 3 14 0 300 72 276 2 260 5168 3 36 394 1 563 6 2 5075 74 1 
708 2 242 3449 50 37 1296 84 222 439 287 2 1303 127 4 2 12 193 654 19 6179 3469 23 1 0 10 1 5 3193 44 2 0 11 2 134 2 15614 4 10 0 305 72 283 2 242 5067 6 43 388 1 578 3 0 5066 79 1 
709 2 256 3458 46 38 1300 90 212 424 294 1 1325 140 4 2 13 179 649 25 6252 3398 22 1 1 8 1 7 3145 38 2 1 19 1 108 1 15518 5 13 1 314 74 264 3 247 5151 4 38 415 0 576 4 0 5117 71 2 
710 1 247 3432 52 36 1303 83 215 445 309 2 1327 141 4 2 12 203 622 22 6187 3422 19 3 0 8 1 7 3116 42 3 1 22 0 137 2 15700 3 15 0 278 74 289 0 246 5112 4 31 424 1 571 3 2 5023 81 2 
711 1 253 3530 41 39 1294 89 199 400 298 1 1321 127 5 1 13 192 624 20 6159 3463 24 2 1 10 1 7 3097 40 2 0 20 0 123 2 15559 2 15 0 313 72 271 2 262 5112 6 42 406 1 582 3 1 5148 66 0 
712 1 257 3429 47 49 1340 79 214 437 306 2 1346 157 5 0 10 179 643 20 6139 3454 19 2 1 6 1 6 3177 41 1 1 23 2 116 2 15454 4 16 1 315 78 278 2 262 5153 5 37 387 1 569 4 1 5109 81 1 
713 2 246 3481 57 46 1321 88 226 417 306 2 1355 126 5 1 8 202 620 26 6117 3436 16 3 1 5 1 8 3191 40 2 1 18 2 119 2 15536 5 15 0 307 86 273 1 265 5111 4 38 399 1 575 5 1 5093 64 1 
714 1 255 3477 48 30 1291 96 224 438 294 1 1383 143 4 3 8 176 639 19 6297 3476 21 2 0 3 0 8 3190 40 1 1 20 1 126 0 15471 6 11 1 293 71 279 3 251 5090 5 52 395 0 596 5 2 4957 75 0 
715 1 240 3491 42 38 1293 86 213 440 303 1 1353 137 3 2 8 194 618 18 6189 3511 20 2 1 6 0 6 3144 45 1 0 29 0 137 2 15598 4 10 0 310 79 261 1 250 5148 1 40 386 0 551 5 1 5012 72 1 
716 2 246 3487 43 37 1299 79 206 422 303 0 1401 138 2 0 8 181 650 25 6164 3475 21 2 0 12 1 6 3177 37 2 0 17 0 133 3 15602 5 10 0 292 77 286 2 261 5135 3 41 375 0 570 5 1 4957 69 1 
717 2 266 3436 46 40 1255 93 218 403 300 1 1344 130 5 3 14 206 634 25 6173 3528 18 1 1 6 0 7 3223 38 1 0 24 1 125 0 15423 4 12 0 295 89 299 2 267 5123 3 40 401 1 579 7 2 5081 80 2 
718 0 258 3513 46 42 1294 97 220 407 281 1 1318 124 7 2 9 199 612 24 6212 3426 18 2 1 12 1 2 3166 36 2 1 20 1 131 2 15512 5 13 1 304 69 290 3 251 5087 6 43 382 1 553 6 1 5195 72 2 
719 2 237 3416 52 45 1321 89 226 406 302 0 1405 134 3 1 12 181 623 22 6167 3421 16 2 1 8 0 4 3146 40 2 1 19 2 130 2 15676 3 9 1 304 86 275 0 234 5103 4 37 403 1 587 7 0 5043 71 1 
720 3 265 3404 47 50 1307 90 202 413 271 0 1330 129 4 1 9 201 628 21 6158 3448 19 2 0 7 0 2 3176 38 1 0 24 2 130 2 15659 5 14 1 302 75 284 2 251 5119 2 35 415 1 564 4 2 5085 79 2 
