  Verrucomicrobia Chlamydiae stramenopiles Aquificae Actinobacteria Chlorobi Diplomonadida Lobosea Euglenozoa unclassified Cyanobacteria Lentisphaerae Rhodophyta candidate Viridiplantae Mycetozoa Thermotogales Dictyoglomi artificial ssDNA Pelobiontida Nitrospirae Deinococcus-Thermus Proteobacteria Tenericutes Acidobacteria Spirochaetes Plasmodiophorida Firmicutes dsDNA Chloroflexi Planctomycetes Fungi environmental plasmids Cryptophyta Fusobacteria Korarchaeota ssRNA Crenarchaeota Alveolata Entamoebidae Jakobidae Nanoarchaeota Bacteroidetes Rhizaria dsRNA Parabasalidea Metazoa Acanthamoebidae Thermotogae Glaucocystophyceae Fibrobacteres Euryarchaeota Spirochaetales
499 1 258 3447 51 45 1314 81 211 444 307 1 1380 137 2 2 8 187 604 20 6065 3415 17 2 0 10 0 4 3086 32 2 1 21 1 121 2 15721 7 16 1 315 85 279 2 254 5138 6 42 408 1 555 3 2 5095 78 2 
500 0 233 3423 48 43 1263 97 216 423 279 2 1383 150 6 2 10 202 619 27 6117 3459 21 1 1 7 0 7 3137 40 1 1 29 1 123 1 15648 3 13 0 290 78 269 3 258 5131 6 44 384 0 604 6 2 5087 80 0 
501 2 256 3468 48 39 1300 87 229 425 292 1 1354 143 5 2 12 189 631 21 6098 3463 19 2 1 9 1 4 3151 48 3 0 25 2 129 2 15632 2 14 1 287 82 289 3 249 5099 5 41 394 1 577 3 2 5074 73 0 
502 2 279 3400 55 37 1317 93 199 424 314 2 1358 133 5 2 11 179 669 20 6151 3490 23 2 0 8 1 5 3127 31 2 1 24 1 131 2 15591 4 9 0 308 76 283 2 244 5072 6 39 399 2 575 4 2 5072 88 1 
503 2 247 3474 43 48 1333 93 203 450 284 0 1285 131 4 1 14 190 633 20 6107 3429 20 1 0 12 0 2 3191 45 2 0 21 2 132 2 15723 5 9 1 309 78 285 1 261 5107 4 37 388 0 583 4 1 5007 68 0 
504 2 246 3469 50 46 1295 93 224 434 303 1 1358 142 2 2 11 187 647 20 6128 3487 12 1 0 7 0 2 3118 38 3 1 14 1 125 3 15550 5 13 0 311 82 285 2 250 5084 4 38 410 1 589 5 0 5083 77 2 
505 0 249 3451 45 39 1314 82 204 452 298 2 1300 150 6 1 12 199 603 24 6212 3467 24 1 0 9 1 3 3135 38 1 0 21 1 128 2 15556 6 13 0 296 74 295 1 261 5061 4 42 406 2 584 4 0 5107 77 1 
506 2 255 3392 51 45 1270 84 207 432 310 1 1338 140 4 2 7 186 648 27 6192 3498 18 0 1 6 0 5 3085 42 2 1 20 2 140 2 15615 5 13 1 309 80 284 3 255 5135 6 39 377 0 560 5 0 5098 82 1 
507 2 260 3471 50 33 1269 88 223 420 293 1 1377 137 6 2 14 189 622 17 6162 3503 18 1 1 7 1 4 3160 36 2 1 24 0 112 2 15555 7 10 1 307 75 294 2 244 5099 6 44 393 2 575 6 1 5074 77 2 
508 2 243 3478 52 44 1306 88 220 433 309 2 1315 142 4 1 16 194 603 19 6148 3446 21 2 0 7 1 5 3173 45 2 0 25 1 125 1 15630 3 11 0 317 61 286 1 259 5080 4 37 393 2 561 5 1 5081 69 1 
509 1 247 3437 51 41 1327 90 211 427 289 0 1337 134 4 3 14 190 642 21 6128 3432 20 2 0 8 0 5 3141 39 1 0 19 0 123 3 15660 5 10 1 293 74 281 2 240 5177 3 35 386 1 554 3 1 5109 83 1 
510 1 248 3475 44 41 1301 92 203 428 312 0 1319 117 5 2 8 190 634 16 6128 3474 22 3 0 8 1 3 3118 32 2 1 14 0 124 0 15588 7 13 0 307 65 265 2 264 5156 3 32 389 1 592 4 1 5135 74 1 
511 3 256 3406 41 35 1328 82 200 443 277 2 1345 127 6 3 12 180 648 22 6144 3419 18 2 0 10 1 6 3163 40 3 1 23 1 125 3 15618 5 10 0 294 74 293 2 247 5139 6 37 391 2 552 6 2 5144 75 1 
512 2 256 3431 51 41 1291 97 216 443 309 2 1365 126 5 0 11 204 624 18 6186 3412 21 1 1 5 1 4 3190 32 1 1 24 1 125 1 15589 5 6 0 293 75 292 3 250 5087 4 41 400 1 582 3 1 5044 85 1 
513 2 272 3434 45 35 1264 83 227 417 294 1 1325 129 6 2 9 196 644 23 6263 3439 15 1 1 13 0 5 3117 42 2 1 22 0 131 2 15535 6 14 0 304 83 279 2 256 5099 5 41 376 2 598 5 1 5111 75 2 
514 1 236 3421 50 38 1321 92 226 417 311 1 1315 141 5 3 12 190 648 16 6201 3420 20 3 1 8 1 6 3212 38 1 0 19 2 131 0 15548 4 10 0 317 73 302 2 235 5051 4 42 389 2 573 5 2 5143 83 1 
515 2 242 3488 43 45 1287 89 218 423 291 1 1346 133 3 2 8 189 616 22 6239 3439 19 2 1 9 1 6 3118 41 2 1 22 2 115 2 15688 4 12 0 296 73 272 2 263 5054 6 37 372 1 570 3 1 5052 72 2 
516 1 257 3500 47 39 1293 82 210 449 289 1 1305 138 4 2 9 185 623 24 6116 3469 18 3 1 8 1 7 3189 35 2 1 19 2 140 1 15647 3 12 1 291 76 278 2 249 5116 4 45 417 1 549 5 1 5034 75 2 
517 1 270 3469 45 36 1299 85 212 426 288 1 1329 149 4 3 10 179 654 22 6166 3407 23 0 1 10 0 6 3140 37 1 0 17 1 122 2 15548 4 7 0 312 67 275 2 246 5151 5 41 401 0 571 5 1 5181 55 2 
518 3 260 3501 48 41 1276 80 226 425 315 1 1388 147 4 2 14 213 637 18 6154 3424 24 2 1 7 1 3 3176 31 2 1 22 1 119 1 15446 6 15 1 275 77 263 2 247 5172 6 42 388 0 597 5 1 5096 65 1 
519 2 257 3395 50 42 1305 92 213 422 294 0 1336 141 5 1 12 197 615 28 6068 3461 20 0 1 7 0 4 3183 35 2 0 23 0 116 2 15654 5 12 1 311 79 297 2 280 5126 6 36 390 0 591 5 1 5079 77 2 
520 3 263 3475 50 51 1267 92 208 426 300 0 1401 137 6 2 11 199 625 22 6162 3430 14 2 0 8 1 6 3141 35 1 0 14 2 137 1 15567 6 12 1 286 82 286 2 264 5078 8 44 402 2 572 2 1 5081 65 1 
521 1 247 3445 41 45 1343 92 224 441 302 1 1388 133 4 3 8 205 639 20 6066 3447 18 2 0 9 1 3 3241 37 1 1 25 1 110 2 15548 5 16 1 292 67 265 2 244 5105 2 41 388 0 572 2 1 5101 86 2 
522 1 264 3455 43 38 1261 86 216 429 292 2 1340 133 5 1 10 193 670 25 6113 3485 25 1 0 10 0 6 3165 39 0 1 20 1 129 1 15624 4 16 0 291 86 279 2 257 5110 3 35 413 0 603 3 2 4985 67 2 
523 2 254 3458 46 47 1294 94 212 431 288 2 1349 141 4 2 12 184 643 22 6174 3421 17 1 1 8 0 5 3224 42 1 1 23 2 131 2 15695 5 11 0 309 68 271 3 250 4990 3 37 404 0 563 2 2 5045 78 0 
524 1 238 3500 43 46 1317 86 212 444 288 2 1338 120 4 3 9 195 622 24 6125 3463 23 2 0 6 0 5 3143 41 2 1 23 0 124 3 15547 4 12 1 289 80 294 2 265 5069 4 38 420 2 592 5 1 5150 76 2 
525 1 259 3491 46 44 1294 95 216 449 293 2 1325 142 5 1 8 208 610 24 6155 3395 16 2 0 8 0 5 3148 43 1 1 21 1 130 3 15631 4 11 1 295 71 297 1 247 5053 5 43 382 1 565 4 1 5138 80 2 
526 2 256 3436 45 41 1311 84 226 425 314 0 1371 125 6 0 14 206 626 27 6136 3484 22 0 0 9 0 5 3161 39 2 1 23 1 125 2 15646 4 13 1 289 70 292 2 250 5058 7 33 408 2 576 4 1 5010 73 1 
527 2 245 3453 51 41 1311 93 222 412 312 0 1355 125 5 2 9 208 634 16 6109 3434 16 2 1 10 1 8 3128 39 2 0 19 0 130 3 15624 2 9 1 308 73 278 1 263 5089 6 44 391 1 569 4 2 5144 74 2 
528 0 253 3534 45 42 1263 86 221 445 285 2 1332 150 5 1 8 186 630 20 6196 3451 13 1 1 7 1 4 3200 36 2 1 23 1 126 3 15595 6 12 1 295 83 270 1 229 5027 7 52 404 1 592 5 0 5040 75 0 
529 2 246 3450 41 37 1283 81 227 431 313 1 1342 143 7 2 11 194 647 14 6110 3387 24 2 0 7 0 6 3137 42 2 1 22 2 133 3 15644 5 13 1 327 75 277 1 273 5136 4 46 406 2 584 7 1 5072 81 0 
530 2 265 3469 47 37 1299 90 197 409 282 1 1392 127 6 2 11 180 656 21 6134 3461 14 1 0 5 0 4 3113 47 3 1 26 0 106 2 15659 6 16 0 315 75 277 2 244 5092 3 37 373 1 601 4 1 5075 75 2 
531 1 277 3505 47 37 1341 96 215 442 286 2 1346 150 2 2 11 203 606 22 6132 3379 21 1 1 8 1 4 3099 41 2 0 18 2 124 3 15602 6 13 1 312 73 274 3 250 5104 2 42 393 1 582 3 2 5126 72 2 
532 3 245 3542 49 39 1300 98 207 414 291 1 1349 136 5 2 10 195 635 19 6074 3430 20 3 1 8 1 6 3137 43 1 1 23 2 122 2 15587 4 11 0 301 84 283 2 255 5169 6 45 397 2 554 3 2 5044 86 2 
533 2 242 3427 43 41 1357 84 203 419 286 2 1320 130 4 1 11 184 610 17 6176 3485 22 2 0 11 1 3 3136 35 3 0 20 1 138 1 15619 6 14 1 306 86 293 2 246 5105 6 36 418 1 575 7 1 5064 78 1 
534 0 235 3445 47 47 1298 88 219 402 305 0 1331 132 4 1 6 199 623 20 6129 3464 17 2 1 8 0 5 3161 36 3 1 25 1 134 2 15660 6 12 1 298 80 285 1 258 5158 7 42 391 2 569 5 0 5048 73 1 
535 2 269 3524 49 39 1318 79 217 427 304 1 1372 144 5 1 10 197 633 21 6080 3499 23 3 0 8 1 5 3147 38 1 0 23 1 134 2 15494 7 16 0 282 75 278 1 243 5092 6 39 409 0 586 6 2 5066 66 0 
536 3 238 3481 51 42 1286 88 211 435 276 2 1378 139 4 1 10 214 628 15 6140 3499 26 1 0 7 0 4 3155 40 3 0 20 1 112 1 15629 7 9 0 288 81 280 0 243 5057 2 40 416 1 567 6 1 5059 73 0 
537 0 253 3453 48 35 1311 84 214 392 304 2 1359 141 5 2 12 189 641 25 6204 3472 21 3 1 9 1 6 3152 34 3 0 25 2 129 3 15636 4 11 1 293 78 278 2 269 5018 4 41 387 0 581 2 2 5075 84 2 
538 2 245 3411 50 38 1305 93 208 415 302 1 1377 121 5 2 6 179 607 21 6146 3455 19 1 0 8 0 7 3206 45 3 0 21 0 137 2 15721 3 9 0 322 88 266 3 249 5028 4 44 413 1 577 4 2 5039 74 0 
539 3 242 3482 48 45 1275 94 212 403 307 1 1379 135 4 1 11 193 645 21 6080 3454 22 1 0 9 1 6 3208 34 1 0 27 0 133 3 15692 5 12 0 307 82 283 3 258 5007 7 45 404 2 583 4 0 5040 77 2 
540 1 238 3445 48 40 1282 85 210 438 302 1 1329 139 4 1 11 206 627 21 6159 3469 16 1 0 8 1 5 3204 38 2 1 22 1 130 1 15676 4 12 1 308 71 273 2 260 5064 5 34 406 0 558 7 1 5034 76 2 
541 2 251 3464 55 47 1361 89 223 412 291 1 1355 132 4 1 12 206 632 22 6204 3412 20 2 1 9 1 8 3125 33 1 1 17 0 133 1 15584 5 11 1 301 82 277 2 268 5078 3 39 402 1 588 6 2 5025 78 1 
542 2 250 3451 45 41 1300 87 207 442 306 1 1324 136 5 2 3 195 610 22 6139 3491 24 2 0 9 0 3 3181 43 2 1 17 1 121 2 15631 7 13 1 316 84 297 2 236 5065 6 45 393 1 595 6 1 5051 81 0 
543 3 236 3463 52 48 1269 100 218 426 293 1 1344 133 6 1 13 198 638 23 6198 3469 18 1 1 11 0 5 3157 43 0 1 23 0 120 2 15616 3 10 1 300 81 263 2 265 5111 3 44 408 2 569 2 0 4999 80 2 
544 2 241 3500 51 40 1290 100 236 419 284 1 1340 140 2 1 7 197 657 21 6194 3485 23 2 1 8 1 4 3122 42 2 0 15 1 117 1 15625 6 18 1 279 75 267 2 252 5114 6 41 403 1 563 4 2 4994 75 1 
545 1 259 3523 54 42 1279 86 215 430 304 0 1346 134 5 2 11 204 653 18 6159 3461 21 1 1 4 1 5 3184 34 2 0 22 1 114 2 15521 1 11 1 290 84 285 2 241 5128 4 33 396 1 585 6 0 5037 69 2 
546 3 264 3420 49 40 1292 84 203 429 309 0 1361 119 5 1 13 202 601 17 6138 3415 15 1 0 8 1 4 3230 30 1 1 20 2 128 2 15675 6 11 0 303 75 277 1 243 5085 3 43 406 2 588 6 2 5045 76 0 
547 2 266 3436 50 41 1312 90 211 434 302 1 1323 134 5 2 13 187 595 19 6235 3456 21 2 1 8 1 7 3185 34 1 1 15 2 128 2 15608 4 14 0 291 83 275 2 245 5080 3 36 400 2 562 3 1 5061 75 1 
548 2 239 3421 46 44 1259 91 213 439 298 1 1331 131 5 3 11 187 613 26 6106 3443 17 1 1 10 1 6 3176 43 2 0 26 1 136 2 15624 4 11 1 294 68 299 2 249 5156 4 39 420 1 590 6 1 5099 72 2 
549 2 249 3516 49 40 1294 92 221 463 306 1 1345 141 4 2 6 201 642 26 6175 3407 18 0 0 7 0 4 3156 34 2 1 15 2 135 3 15483 4 10 0 312 72 288 3 268 5017 3 42 402 1 596 5 2 5125 82 2 
550 3 238 3474 53 33 1266 73 213 424 300 0 1336 123 4 0 10 190 633 24 6176 3431 20 0 0 3 0 3 3111 31 2 0 19 1 121 2 15671 4 10 1 291 73 284 1 249 5161 6 34 385 1 567 3 1 5130 79 2 
551 1 244 3440 52 46 1281 82 208 436 299 0 1356 143 4 1 10 183 620 17 6141 3458 22 0 0 5 0 6 3146 39 1 0 21 2 134 2 15570 4 13 1 303 83 304 2 253 5214 3 34 382 1 589 4 2 5062 72 1 
552 1 252 3451 53 40 1320 95 216 414 298 1 1357 129 4 1 12 191 633 20 6212 3398 22 0 0 7 1 4 3159 37 1 0 21 2 137 1 15675 4 8 1 307 85 290 2 238 5073 4 50 373 1 580 7 1 5006 73 2 
553 0 241 3483 45 32 1308 83 210 432 285 1 1348 123 5 2 11 201 657 25 6209 3450 20 2 1 9 1 6 3106 36 1 1 21 1 118 2 15680 5 9 1 301 83 273 1 233 5051 4 46 363 1 597 4 1 5068 76 0 
554 2 257 3489 45 48 1282 84 214 436 300 2 1319 133 4 1 11 195 650 28 6079 3433 21 0 0 8 1 5 3097 41 1 0 19 0 131 2 15635 3 12 1 318 72 274 1 251 5117 6 40 396 2 587 6 1 5140 68 1 
555 2 247 3480 44 40 1305 86 205 408 312 1 1351 128 4 3 12 206 647 22 6137 3447 21 1 0 7 1 5 3186 44 2 0 20 1 126 3 15606 5 13 1 311 77 297 1 269 5018 4 38 378 2 581 5 2 5100 77 2 
556 3 276 3514 40 44 1298 97 215 414 285 2 1321 146 5 1 10 190 647 21 6171 3417 19 2 1 6 1 4 3152 42 1 0 21 1 133 1 15624 6 11 1 312 77 285 1 242 5101 3 37 397 1 581 6 1 4998 83 0 
557 1 255 3482 42 43 1264 90 204 422 292 2 1335 122 4 3 9 182 636 23 6134 3496 20 3 1 10 0 4 3165 29 1 0 19 2 126 1 15651 5 13 0 320 66 271 3 251 5111 3 36 391 0 573 5 2 5079 74 2 
558 2 262 3475 46 41 1346 90 217 429 302 1 1347 127 3 2 9 190 655 23 6163 3440 14 1 1 10 1 5 3188 32 3 1 27 1 130 1 15562 5 15 1 292 67 274 3 263 5053 6 42 397 2 593 4 1 5030 75 2 
559 1 254 3496 46 43 1283 82 236 425 297 1 1339 142 4 1 10 189 622 24 6219 3340 20 1 1 6 0 5 3164 44 0 1 22 1 131 2 15623 4 10 1 314 83 287 2 254 5078 5 47 380 1 579 3 2 5087 69 2 
560 0 263 3476 46 43 1264 93 209 432 276 1 1341 135 6 3 12 186 646 17 6086 3443 17 3 0 8 1 6 3191 32 2 1 20 1 128 2 15648 5 14 1 302 74 288 1 227 5087 4 41 372 0 576 5 0 5159 76 1 
561 2 240 3444 47 40 1282 85 210 424 291 1 1306 139 5 2 7 195 634 19 6121 3415 23 2 0 5 1 6 3126 30 2 1 21 1 126 2 15727 7 8 1 316 78 264 2 249 5136 6 39 389 0 565 3 2 5157 88 2 
562 2 269 3485 40 34 1296 83 217 418 298 1 1356 130 6 3 13 188 652 23 6136 3442 21 2 1 8 1 6 3152 45 0 1 13 1 121 1 15653 7 15 1 308 72 287 1 237 5081 3 44 404 0 573 3 2 5058 78 0 
563 2 251 3426 49 38 1323 90 202 448 273 2 1335 127 3 1 9 191 633 22 6218 3425 16 1 0 7 0 6 3126 42 0 1 19 2 137 2 15520 6 10 1 300 82 275 2 256 5123 4 43 378 1 578 5 1 5186 82 2 
564 3 277 3447 40 46 1253 87 211 431 308 2 1296 141 4 0 10 197 640 21 6168 3430 21 3 1 7 1 5 3136 44 2 0 19 1 140 2 15702 4 12 1 300 70 264 1 263 5071 5 36 402 1 567 6 1 5116 67 2 
565 1 258 3445 47 37 1283 86 216 401 298 1 1329 108 4 2 10 203 639 22 6189 3479 17 3 1 8 1 3 3134 43 3 0 25 2 134 0 15697 3 16 0 309 73 272 3 249 5111 7 36 393 2 567 7 0 5023 84 1 
566 1 254 3491 51 40 1267 85 209 408 281 2 1329 141 5 3 14 196 617 20 6111 3458 18 1 1 10 1 5 3163 31 3 1 26 0 116 2 15649 5 8 0 310 81 285 1 258 5091 5 42 406 1 591 4 1 5085 66 2 
567 2 256 3530 37 46 1265 80 203 435 319 1 1362 129 6 2 10 199 626 32 6146 3461 20 1 1 7 1 7 3164 44 2 1 21 2 116 2 15599 5 13 1 284 84 274 2 258 5069 2 42 405 0 563 2 1 5057 77 1 
568 3 254 3411 50 37 1347 87 222 422 294 2 1299 134 5 0 11 218 625 20 6175 3466 18 3 1 9 1 4 3125 42 2 0 18 2 121 3 15610 6 15 1 296 85 284 2 241 5060 7 39 393 1 563 4 2 5152 73 1 
569 2 266 3504 44 41 1294 88 244 424 289 1 1350 131 5 2 8 209 641 20 6222 3403 17 1 0 9 1 4 3106 42 3 1 22 2 114 2 15550 6 13 1 314 71 278 0 252 5142 5 44 401 0 567 3 2 5047 69 0 
570 1 231 3406 52 35 1336 96 229 453 274 1 1336 132 4 3 11 202 635 25 6082 3459 11 2 0 10 0 5 3106 36 1 0 25 0 118 1 15598 2 9 1 297 83 279 1 236 5190 4 43 395 2 584 4 2 5129 71 0 
571 2 268 3516 55 43 1320 88 212 431 283 1 1304 137 4 1 12 179 619 22 6167 3464 23 0 0 6 0 3 3156 42 1 0 17 1 121 3 15596 4 14 0 284 81 256 3 239 5076 5 42 371 1 591 3 1 5127 74 0 
572 2 245 3450 47 41 1329 89 217 418 290 0 1353 128 6 1 11 197 628 25 6225 3475 16 2 1 9 1 4 3171 34 0 1 20 2 131 0 15518 3 14 1 291 72 279 2 246 5088 7 43 392 1 580 1 0 5115 75 1 
573 2 239 3442 42 39 1283 82 223 434 283 0 1368 126 2 1 13 188 626 16 6140 3453 24 3 1 6 0 6 3141 42 1 1 16 1 134 2 15675 5 13 1 305 88 286 2 255 5037 5 50 417 1 602 5 1 5069 81 2 
574 2 260 3464 42 37 1304 83 208 427 293 1 1367 134 6 1 14 203 636 19 6121 3436 23 2 1 5 1 5 3155 38 2 0 19 1 132 2 15681 4 13 1 305 68 286 3 245 5111 6 36 375 2 577 3 2 5040 82 1 
575 2 249 3495 51 41 1289 88 220 423 308 1 1360 136 2 2 7 175 646 19 6176 3381 20 1 1 10 1 5 3120 38 1 0 25 1 139 2 15571 3 16 0 317 77 287 2 243 5061 5 36 396 2 608 4 2 5121 77 0 
576 3 248 3467 43 45 1280 85 223 426 308 2 1338 134 2 2 10 202 631 27 6142 3390 22 1 1 10 0 5 3154 54 2 0 22 0 122 2 15656 5 15 0 309 70 273 1 248 5122 3 42 389 1 557 5 0 5111 69 1 
577 1 271 3413 47 34 1335 92 220 429 285 1 1331 134 5 3 13 179 656 21 6167 3394 20 1 0 7 1 4 3188 38 2 1 18 0 114 1 15562 4 12 1 307 71 314 2 254 5129 2 40 391 1 576 3 1 5089 83 2 
578 1 249 3499 47 34 1269 96 212 431 294 2 1362 132 3 2 11 191 619 22 6143 3421 19 2 1 7 0 8 3106 42 1 0 24 1 132 2 15576 4 16 1 311 69 262 1 246 5232 3 50 393 1 578 2 0 5064 78 2 
579 2 250 3385 47 38 1266 75 216 427 285 0 1382 142 3 2 10 171 645 25 6131 3475 19 2 0 8 0 5 3208 39 3 0 24 2 139 2 15635 2 17 0 298 71 286 3 272 5054 5 36 392 2 592 4 1 5084 82 2 
580 1 259 3526 49 39 1271 81 223 402 294 1 1341 145 6 2 11 200 620 24 6141 3473 22 2 0 8 0 4 3119 41 2 0 16 2 123 0 15614 3 14 1 306 74 263 1 254 5132 6 44 409 0 602 2 2 5010 80 0 
581 2 254 3510 44 34 1309 96 214 397 310 2 1357 135 5 2 10 196 639 22 6138 3456 23 2 0 9 1 5 3166 39 1 1 20 2 135 3 15526 5 16 0 296 77 273 1 235 5070 4 39 395 2 600 2 1 5077 81 1 
582 3 249 3435 50 38 1315 89 241 433 296 2 1345 128 4 1 8 206 625 27 6170 3494 23 2 0 8 0 6 3103 37 2 1 15 1 126 1 15612 6 10 1 300 79 297 2 259 5056 4 37 413 0 569 4 2 5086 68 2 
583 3 233 3477 50 41 1283 83 229 447 296 1 1330 131 5 2 12 187 651 16 6168 3375 17 2 1 7 0 4 3165 38 0 1 19 1 134 2 15562 4 15 0 308 80 304 1 267 5112 3 36 396 1 578 5 1 5128 68 2 
584 2 262 3518 49 39 1318 88 216 454 304 2 1362 123 3 2 9 176 609 20 6133 3457 15 2 0 7 1 3 3098 42 2 1 23 1 132 2 15573 5 11 1 311 71 280 2 252 5083 4 45 397 0 583 2 1 5141 75 0 
585 2 261 3443 51 41 1283 80 193 438 299 0 1349 137 6 2 10 188 651 21 6188 3426 23 0 1 10 1 5 3095 44 3 1 22 2 132 3 15620 7 16 1 314 77 292 2 280 5041 4 33 391 1 579 5 1 5139 74 1 
586 2 265 3458 48 38 1339 86 204 421 281 0 1374 133 6 2 9 195 641 19 6179 3425 24 3 1 9 1 4 3143 42 1 1 24 1 124 1 15540 2 12 0 320 74 280 1 256 5128 5 46 390 2 540 5 1 5104 69 1 
587 1 230 3514 45 47 1282 96 222 432 290 1 1388 139 7 2 13 209 615 21 6127 3471 17 0 0 8 0 1 3170 40 0 1 23 1 139 1 15632 3 12 0 311 89 301 1 255 5067 4 31 372 2 581 3 1 4990 70 1 
588 0 239 3540 39 45 1273 90 222 435 302 2 1362 136 3 2 8 188 650 25 6212 3421 23 2 0 6 1 3 3178 43 3 1 22 1 136 1 15583 5 16 0 299 86 281 2 263 5040 5 38 382 2 578 4 0 4981 81 2 
589 1 268 3448 44 45 1358 79 223 440 273 2 1353 134 5 3 10 205 664 23 6115 3456 18 3 1 7 0 3 3127 34 0 1 19 2 128 1 15600 4 12 0 312 78 290 3 246 5097 5 38 402 0 579 5 1 5037 67 1 
590 2 241 3464 51 40 1314 99 215 448 303 1 1357 126 7 2 13 202 641 21 6187 3415 20 2 0 10 0 6 3192 42 2 1 18 0 113 2 15516 6 11 1 302 75 304 3 254 5094 5 39 386 2 603 4 0 5029 76 2 
591 1 249 3401 44 44 1292 85 207 434 302 1 1310 128 6 2 9 190 622 21 6199 3440 15 2 1 12 0 5 3153 41 2 1 20 0 128 1 15531 6 13 1 315 74 287 3 261 5108 5 41 432 0 578 4 1 5156 81 1 
592 2 256 3443 51 47 1295 89 201 430 273 0 1368 134 6 2 11 207 598 19 6129 3421 19 3 1 8 1 6 3104 39 3 0 26 1 124 1 15715 6 15 1 307 76 280 2 263 5087 5 34 393 2 577 4 1 5095 75 0 
593 3 236 3469 42 44 1313 82 219 443 285 2 1392 132 4 2 14 184 639 19 6120 3463 22 2 1 7 0 2 3128 34 1 1 18 1 130 2 15594 5 13 1 301 71 275 2 251 5146 3 44 407 1 567 7 1 5033 85 1 
594 2 256 3431 51 37 1260 89 232 416 301 1 1318 128 5 2 7 196 636 18 6234 3502 16 1 0 5 1 5 3086 38 2 0 23 2 129 2 15621 5 13 1 314 82 278 1 258 5087 5 43 404 1 583 7 2 5097 75 0 
595 2 250 3426 49 39 1362 97 228 426 275 1 1376 138 3 0 11 173 641 24 6154 3456 21 2 1 7 1 3 3189 38 1 1 23 1 118 1 15458 5 12 1 312 83 293 2 260 5074 5 38 408 0 593 3 1 5112 78 1 
596 2 248 3431 47 40 1289 88 212 409 299 1 1365 131 4 1 7 203 619 22 6120 3429 15 3 0 6 1 3 3171 40 1 0 26 1 144 3 15719 5 10 1 305 69 275 2 242 5133 4 42 396 2 563 5 2 5046 77 2 
597 1 257 3475 46 43 1255 93 220 395 303 0 1343 145 4 2 9 194 615 20 6178 3482 19 1 0 7 0 3 3116 45 2 0 20 2 136 2 15606 2 12 1 292 74 290 3 259 5081 4 44 396 2 599 8 1 5056 73 1 
598 1 275 3449 46 46 1301 89 224 428 270 2 1309 124 5 0 15 198 642 28 6106 3480 17 3 0 6 0 7 3222 37 2 0 22 1 138 2 15567 5 14 1 298 85 284 0 254 5079 4 43 417 1 598 4 0 5043 70 0 
599 0 244 3461 36 43 1329 85 213 434 302 1 1335 136 6 1 9 179 639 19 6166 3465 19 1 1 10 0 5 3185 38 1 0 21 1 118 0 15479 3 13 1 313 75 305 2 248 5143 3 37 391 2 571 5 1 5071 80 1 
600 1 271 3473 45 46 1229 98 206 425 304 0 1342 139 6 2 8 202 617 24 6068 3457 21 1 1 7 1 5 3138 42 1 0 21 1 123 2 15678 5 13 0 295 71 277 1 261 5217 3 39 384 2 572 5 0 5048 67 2 
601 2 268 3438 46 39 1312 88 201 412 291 1 1354 136 5 1 9 192 610 24 6160 3483 22 1 0 10 1 3 3178 40 3 1 19 0 125 1 15613 3 11 0 291 82 270 0 260 5046 3 42 392 2 587 3 1 5102 87 0 
602 0 252 3490 51 41 1282 86 224 420 304 2 1345 134 7 2 13 207 648 18 6203 3463 15 2 0 5 1 6 3124 35 3 1 21 1 132 1 15532 6 9 1 301 71 289 2 279 5151 4 37 388 1 580 5 1 5013 75 0 
603 1 257 3476 41 42 1313 80 230 422 307 2 1382 141 5 2 8 191 634 19 6130 3433 19 0 1 9 1 5 3207 36 1 0 19 0 117 2 15633 3 8 0 295 75 268 2 232 5109 3 38 408 1 560 4 1 5062 81 1 
604 2 236 3480 51 40 1344 85 209 409 299 1 1350 130 2 2 9 207 647 22 6141 3429 22 2 1 9 0 5 3132 45 3 1 25 2 131 2 15658 3 13 1 291 73 286 0 254 5034 6 36 424 1 592 5 2 5096 67 1 
605 1 259 3435 50 36 1280 85 201 412 304 1 1371 138 4 1 6 179 658 18 6157 3506 23 1 1 10 1 7 3152 30 3 0 20 0 119 2 15677 2 17 0 299 78 267 2 238 5052 4 35 410 1 585 5 2 5062 78 0 
606 1 259 3452 43 46 1260 91 213 413 316 2 1329 130 2 3 8 193 673 25 6073 3432 16 2 0 7 0 5 3139 45 3 1 17 2 126 2 15719 5 12 0 318 76 293 1 273 5103 3 35 426 0 542 5 1 5053 81 1 
607 1 242 3479 47 34 1337 78 222 441 299 1 1361 137 4 2 9 173 652 23 6143 3427 15 2 0 8 1 4 3165 46 0 1 16 1 128 2 15499 6 14 0 296 78 305 2 247 5137 5 35 377 1 572 4 1 5098 77 1 
608 1 264 3391 47 48 1306 102 215 429 295 2 1316 134 7 3 14 186 620 22 6131 3419 23 2 1 8 0 3 3178 36 1 1 23 1 126 1 15661 4 13 0 289 84 289 0 253 5134 6 41 407 1 591 5 2 5069 77 1 
609 2 251 3505 47 34 1255 89 216 425 304 1 1342 135 3 2 11 194 626 26 6201 3319 20 2 0 8 1 3 3158 39 2 1 19 1 119 2 15672 3 8 1 295 88 291 3 260 5108 4 36 386 0 577 3 0 5081 76 2 
