  Verrucomicrobia Chlamydiae Aquificae Actinobacteria Chlorobi Lobosea Euglenozoa Cyanobacteria ssDNA candidate Viridiplantae Mycetozoa Dictyoglomi Deinococcus-Thermus Proteobacteria Tenericutes Acidobacteria Spirochaetes Plasmodiophorida Firmicutes dsDNA Chloroflexi Planctomycetes Fungi environmental Fusobacteria Entamoebidae Crenarchaeota Alveolata Korarchaeota Jakobidae Bacteroidetes Rhizaria Parabasalidea Metazoa Thermotogae Fibrobacteres Euryarchaeota
593 5250 5618 98 47 4895 28 492 1805 411 3100 342 4 2 2 1075 8 3576 1603 18 0 14 2 513 71 0 1063 0 15959 0 129 17 259 1483 1088 86 69 571 0 
594 5255 5581 117 46 4948 31 506 1822 405 3032 386 6 3 5 1085 6 3421 1663 26 1 13 4 504 58 0 988 1 15981 1 135 12 290 1562 1059 86 65 606 1 
595 5173 5584 100 55 4905 27 508 1792 400 3030 378 2 1 4 1074 8 3469 1659 10 2 13 3 505 60 0 1047 1 16025 0 130 18 297 1549 1112 94 64 586 1 
596 5090 5553 114 69 4914 31 505 1818 390 3103 400 4 3 2 1124 4 3473 1647 11 0 14 1 529 66 1 1046 0 16089 0 110 18 302 1493 1053 81 64 593 0 
597 5124 5590 92 62 4949 32 547 1857 399 3053 392 3 2 3 1151 7 3499 1645 18 0 12 1 528 53 1 1027 0 15917 1 117 20 292 1455 1074 82 54 577 0 
598 5213 5548 105 59 4945 38 533 1840 411 3087 363 7 1 4 1044 5 3504 1668 18 0 16 2 556 66 0 1026 0 15972 0 118 13 268 1489 1062 104 59 548 0 
599 5284 5567 106 52 4816 28 532 1804 417 3068 406 4 1 4 1088 6 3534 1635 13 0 12 1 484 66 2 1026 0 15929 1 138 18 288 1481 1107 83 64 610 0 
600 5214 5567 106 42 4872 34 506 1858 428 3017 374 7 3 4 1072 6 3425 1680 18 0 18 0 536 73 2 1039 0 16014 0 110 13 263 1518 1156 97 56 578 0 
601 5257 5557 93 58 4952 39 499 1848 416 2995 375 2 4 2 1106 4 3471 1651 21 0 14 2 555 65 0 1060 0 15904 0 117 15 284 1501 1089 103 72 556 0 
602 5240 5608 103 55 4932 36 504 1856 402 3066 391 3 5 4 1054 5 3456 1621 18 0 9 1 533 49 1 1039 0 15870 0 126 12 288 1547 1077 95 70 591 0 
603 5253 5656 120 56 4881 28 519 1787 387 3096 382 2 2 3 1137 5 3354 1650 17 0 13 1 498 49 1 1074 1 15949 0 118 15 308 1536 1043 87 53 607 1 
604 5246 5565 112 56 4820 32 493 1862 381 3029 389 2 1 5 1067 3 3461 1652 14 1 9 4 542 61 1 1032 0 15992 0 131 17 313 1556 1108 94 67 576 0 
605 5193 5554 105 47 4889 33 533 1811 449 3016 374 4 2 3 1110 8 3453 1632 19 0 13 2 549 67 0 1043 0 16010 1 127 14 300 1553 1048 94 67 586 0 
606 5143 5692 109 58 4860 38 495 1813 416 3080 357 4 5 7 1104 8 3453 1630 17 0 10 3 541 75 1 1059 0 15971 0 127 19 289 1526 1074 81 63 553 1 
607 5246 5595 108 53 4926 34 494 1838 414 3100 380 1 3 6 1079 5 3386 1700 22 0 8 0 546 63 1 1015 1 15961 0 104 19 298 1504 1020 92 73 575 1 
608 5236 5529 101 51 5000 22 519 1783 394 2962 368 2 2 3 1089 4 3492 1601 27 1 6 1 543 50 0 1038 1 16176 0 132 16 284 1537 984 97 66 585 0 
609 5207 5533 113 51 4948 33 503 1826 407 3048 381 7 1 2 1032 6 3472 1645 19 0 6 1 492 63 0 1034 0 16077 0 114 21 282 1565 1069 92 52 584 0 
610 5258 5625 98 50 4953 23 551 1811 413 3008 347 3 4 2 1100 6 3373 1664 12 1 11 2 524 68 0 1031 0 15874 0 104 23 309 1555 1139 94 57 581 1 
611 5168 5653 126 70 4895 23 491 1759 421 3060 362 8 1 3 1089 5 3387 1635 18 1 13 0 520 58 0 1038 1 16072 0 98 11 283 1555 1067 87 69 610 0 
612 5219 5589 105 52 4932 38 541 1793 402 3173 405 4 2 3 1067 5 3433 1622 22 0 13 0 539 59 0 1046 0 15813 0 120 12 286 1550 1103 86 57 581 0 
613 5290 5697 111 62 4880 24 510 1829 419 2952 368 5 1 1 1045 2 3469 1626 20 0 10 2 539 69 0 1028 1 15995 1 116 22 274 1515 1081 99 63 566 0 
614 5079 5683 111 58 4923 38 546 1760 414 3047 374 6 1 1 1117 7 3450 1715 20 2 10 2 544 81 0 1069 0 15885 0 127 18 297 1478 1067 100 63 589 0 
615 5213 5549 106 54 4878 31 529 1803 423 3093 379 3 0 5 1100 5 3449 1670 18 0 18 0 523 66 0 1021 0 15919 0 135 16 320 1490 1081 92 51 624 0 
616 5240 5590 101 62 5012 40 539 1696 404 3005 367 2 2 3 1113 8 3423 1646 19 0 11 2 523 63 1 1003 0 16067 0 121 13 291 1531 1042 103 63 581 0 
617 5262 5621 116 59 4949 33 538 1828 414 3039 380 7 3 2 1086 10 3535 1567 20 1 14 2 512 70 1 1003 0 15838 1 120 15 309 1495 1049 96 59 603 0 
618 5254 5623 120 56 4959 31 518 1821 411 2996 383 2 5 1 1131 7 3442 1609 18 0 14 2 543 58 0 984 0 15981 0 104 24 320 1496 1048 87 60 595 0 
619 5214 5612 103 58 4913 28 527 1807 410 3026 371 3 2 2 1093 6 3481 1628 14 1 4 1 531 67 0 1062 0 15937 0 109 17 276 1515 1085 96 51 624 0 
620 5195 5622 102 60 4948 20 534 1815 393 3127 379 1 1 4 1081 6 3350 1596 20 0 18 1 511 58 0 1017 0 16080 0 118 17 267 1507 1062 95 64 603 0 
621 5285 5545 92 51 4882 32 512 1892 407 3040 385 3 2 2 1085 4 3449 1668 15 0 6 2 512 71 0 1045 1 15991 0 122 16 264 1513 1031 108 64 599 0 
622 5264 5552 116 66 5005 34 510 1882 427 3056 365 7 5 4 1074 7 3402 1652 21 1 15 1 520 69 0 1029 1 15834 1 121 14 282 1505 1065 85 54 623 0 
623 5227 5481 108 46 4950 28 526 1859 394 3040 382 2 2 3 1118 5 3340 1684 18 1 11 3 540 69 0 1033 0 15946 0 111 21 281 1541 1111 100 67 629 1 
624 5313 5629 107 52 4971 34 492 1765 409 3021 409 2 3 2 1112 5 3433 1656 19 0 14 2 528 68 0 1085 0 15824 0 122 12 286 1515 1061 89 67 596 0 
625 5324 5582 119 47 4970 33 533 1841 416 2925 379 4 3 5 1127 5 3503 1616 18 1 9 4 492 59 1 1060 0 15869 0 125 13 267 1535 1038 110 67 594 1 
626 5275 5493 111 70 4903 36 490 1836 432 3030 384 2 1 3 1097 5 3489 1649 13 0 5 3 548 59 1 1049 0 15947 0 128 11 277 1571 1037 93 55 591 1 
627 5325 5566 111 53 4910 32 502 1772 423 3114 384 2 1 3 1088 3 3438 1674 21 0 17 0 534 60 1 1043 0 15847 0 128 20 271 1463 1077 98 57 647 0 
628 5249 5561 105 60 4905 35 522 1835 401 2999 380 3 0 4 1111 7 3427 1630 11 0 20 1 549 66 2 1012 0 15985 0 121 13 292 1577 1053 92 71 577 0 
629 5222 5562 100 58 4916 37 524 1857 415 3063 374 5 3 4 1135 6 3396 1654 12 1 10 1 507 76 0 1047 0 15973 0 109 17 267 1525 1029 92 58 619 0 
630 5213 5576 122 57 4897 30 497 1849 419 3132 362 4 2 4 1081 6 3495 1511 19 0 9 2 561 79 0 1022 0 16010 0 113 19 284 1528 1049 93 73 560 1 
631 5281 5606 98 48 4873 35 512 1902 398 3049 393 6 2 3 1116 5 3365 1621 20 0 10 3 509 48 1 1016 0 15989 0 123 18 295 1504 1081 103 58 612 1 
632 5226 5572 113 48 4846 25 498 1815 391 3061 384 1 4 1 1102 3 3447 1596 20 1 11 2 502 79 0 1068 0 16113 0 109 14 306 1528 1079 88 58 582 0 
633 5178 5612 127 67 4917 29 523 1775 378 3008 387 6 2 1 1127 4 3463 1622 16 1 17 0 536 67 0 1092 0 16055 0 110 15 292 1459 1080 98 68 581 0 
634 5229 5630 97 55 5060 23 496 1835 392 3083 368 2 1 7 1057 7 3431 1635 19 0 12 1 562 85 2 1019 0 15921 0 116 15 314 1502 1018 75 65 564 0 
635 5284 5679 108 45 4781 31 532 1797 427 3080 374 5 6 3 1127 2 3526 1624 23 1 8 1 518 82 1 1016 0 15855 0 101 15 290 1551 1086 98 60 552 0 
636 5222 5612 115 49 4966 26 492 1785 431 3039 376 4 2 4 1152 11 3408 1613 18 1 12 0 536 61 0 1054 0 15866 0 110 14 299 1519 1136 89 61 578 1 
637 5326 5680 108 52 4719 37 543 1744 383 2928 375 3 3 3 1092 6 3487 1623 14 1 9 3 522 83 1 1071 1 16060 0 135 15 296 1545 1055 86 67 604 0 
638 5296 5500 91 64 4939 37 493 1841 394 3001 394 2 3 4 1091 7 3427 1655 12 0 12 0 520 87 0 1046 0 15962 0 123 24 290 1589 1019 102 54 611 1 
639 5329 5548 103 62 4962 25 531 1836 425 3019 393 3 3 2 1060 4 3424 1624 20 0 12 2 510 65 1 1064 0 15840 0 145 16 291 1551 1092 87 59 565 0 
640 5197 5623 103 59 4989 38 513 1776 411 3062 357 4 1 6 1091 5 3483 1681 14 2 9 0 517 69 2 994 1 15937 1 137 12 266 1469 1084 91 64 610 1 
641 5344 5620 96 47 4900 32 534 1785 421 3017 346 3 2 3 1100 9 3446 1676 19 0 14 2 514 58 0 1043 1 15904 0 131 19 296 1502 1078 96 58 565 1 
642 5294 5425 107 52 4814 37 504 1786 410 3101 364 4 1 3 1086 6 3533 1658 17 0 8 2 540 63 1 1029 1 16072 0 121 14 276 1486 1116 110 63 590 0 
643 5358 5664 121 50 4903 30 516 1843 419 3008 364 6 3 6 1107 7 3431 1554 18 1 13 2 540 55 0 1033 0 15920 0 104 18 295 1503 1047 96 62 593 0 
644 5114 5616 100 57 4953 27 511 1860 405 3136 391 5 2 3 1098 5 3460 1677 9 0 10 2 507 61 0 994 0 15817 0 117 15 289 1588 1102 87 67 590 0 
645 5155 5716 95 55 4922 31 478 1876 407 3013 375 3 2 3 1083 3 3479 1607 24 0 9 3 534 83 0 1032 0 15969 1 123 22 294 1528 1026 87 53 594 0 
646 5203 5554 110 51 4847 27 552 1893 440 3108 373 4 3 5 1154 5 3426 1652 17 0 16 2 519 66 0 1029 1 15883 0 121 14 288 1519 1085 105 63 575 0 
647 5304 5568 101 50 4924 28 552 1821 417 3016 361 4 2 4 1118 6 3465 1585 12 0 13 1 522 62 0 1042 0 15985 0 109 17 272 1569 1035 90 55 598 0 
648 5265 5451 113 52 4819 38 538 1769 423 3057 390 6 3 5 1123 4 3427 1630 15 0 12 3 540 59 0 1073 0 16111 0 117 25 291 1492 1078 89 74 571 0 
649 5123 5596 101 47 4834 37 541 1845 415 3046 357 5 2 3 1143 4 3507 1631 12 1 9 2 550 63 0 1006 0 16068 0 97 14 301 1507 1101 80 73 570 1 
650 5141 5678 96 54 4937 30 520 1833 437 3013 358 5 3 7 1116 5 3459 1670 12 0 15 1 529 71 1 1063 1 15875 0 102 16 293 1484 1122 106 63 581 0 
651 5243 5576 99 54 4823 26 540 1794 453 2997 369 3 3 0 1072 7 3359 1669 17 1 11 2 519 62 2 1097 1 15987 1 122 18 286 1554 1114 102 68 615 0 
652 5216 5699 93 46 4844 27 548 1840 408 3109 397 2 3 0 1140 10 3405 1612 19 0 10 2 530 74 1 1004 0 15897 0 108 13 250 1518 1064 94 64 583 0 
653 5258 5533 129 51 4999 27 513 1778 426 3051 369 2 3 5 1123 5 3384 1630 17 1 15 1 571 43 0 1069 0 15931 0 112 13 286 1533 1064 98 63 573 0 
654 5136 5540 111 55 4923 30 483 1798 401 3074 394 4 2 1 1117 4 3424 1701 16 0 8 3 512 57 1 1012 0 16155 1 118 10 298 1504 1060 83 58 570 1 
655 5089 5600 96 55 4889 32 498 1782 411 3100 360 5 3 8 1009 10 3393 1653 21 0 10 3 536 66 1 1072 0 16181 0 116 18 287 1539 1118 99 60 572 1 
656 5188 5529 98 61 4977 27 518 1847 389 3130 369 2 2 4 1084 5 3482 1614 17 1 14 1 525 65 0 1062 0 15993 0 138 11 268 1495 1031 79 53 604 0 
657 5138 5631 112 60 4995 30 525 1792 424 3060 373 1 4 4 1071 7 3392 1607 11 1 14 4 499 72 1 1064 0 16019 0 121 14 280 1481 1085 93 68 608 1 
658 5277 5543 102 62 4924 44 518 1882 413 3079 407 4 1 3 1081 4 3326 1697 17 0 15 0 542 69 0 995 0 15818 0 131 14 299 1554 1113 92 73 573 0 
659 5161 5581 116 54 4929 33 534 1841 436 3085 372 3 2 4 1077 3 3425 1621 10 0 11 3 552 56 2 1078 1 15888 0 125 12 300 1522 1075 109 65 600 0 
660 5236 5550 104 42 4888 33 556 1805 430 3097 380 4 4 5 1068 12 3442 1613 16 1 10 2 564 81 0 1020 1 16003 0 117 16 287 1469 1117 74 57 584 1 
661 5191 5573 84 50 4910 35 515 1797 441 3084 389 8 3 1 1114 8 3410 1650 17 1 16 1 562 64 0 1032 0 15938 0 116 13 291 1521 1107 95 69 591 0 
662 5107 5641 107 49 4856 39 529 1785 409 3018 372 5 4 4 1082 5 3463 1622 12 0 15 3 542 64 1 1054 0 16181 0 134 14 312 1478 1065 84 56 597 0 
663 5167 5629 95 55 4876 23 542 1803 437 3082 363 1 1 3 1060 8 3521 1616 14 1 9 1 528 69 1 1067 0 16049 0 122 17 289 1458 1055 94 51 585 0 
664 5198 5664 123 64 4827 35 536 1771 420 3109 376 7 1 3 1084 4 3356 1642 22 1 16 3 509 65 1 1040 0 16015 0 114 12 298 1524 1081 97 79 576 0 
665 5203 5588 114 55 4917 24 521 1750 391 3023 390 3 2 3 1083 6 3466 1641 15 1 12 2 561 76 0 988 0 15980 0 140 13 297 1548 1079 100 59 611 1 
666 5284 5655 106 62 4873 42 545 1784 400 3013 366 6 2 3 1112 4 3443 1568 16 0 13 1 513 72 1 1077 1 15998 0 111 14 286 1501 1066 97 53 614 0 
667 5155 5641 128 57 4938 35 517 1803 387 3041 369 4 4 3 1104 6 3449 1608 21 2 7 0 535 64 0 1059 0 16013 0 118 12 299 1502 1039 101 73 563 0 
668 5245 5678 113 59 4907 38 510 1831 421 2961 373 4 3 3 1081 9 3392 1648 17 1 8 1 547 61 0 1066 0 15854 0 108 20 286 1564 1121 83 58 597 0 
669 5173 5658 118 58 4903 27 590 1784 428 3016 413 5 4 5 1079 7 3409 1583 21 1 10 1 543 69 1 1048 1 15989 0 144 17 311 1482 1052 80 65 590 0 
670 5290 5673 109 54 4910 26 520 1785 394 3056 365 4 3 4 1048 6 3397 1599 17 1 16 2 519 57 2 1036 1 16012 0 129 19 294 1523 1018 81 68 630 0 
671 5206 5603 114 61 4873 34 511 1801 408 3064 361 4 1 3 1090 9 3484 1607 15 0 15 3 493 72 0 1029 0 16134 0 106 17 296 1567 1039 82 60 551 0 
672 5390 5554 112 62 4897 32 508 1795 419 2995 370 6 4 3 1066 3 3436 1596 15 0 13 1 537 63 1 1011 1 15986 1 119 13 302 1515 1112 89 56 604 1 
673 5172 5721 110 63 4899 33 520 1853 405 3032 386 3 2 3 1077 6 3375 1592 19 1 10 3 512 67 0 1048 0 15984 0 135 13 262 1519 1094 95 62 636 1 
674 5239 5531 106 50 4891 27 511 1775 430 3045 358 5 1 3 1048 6 3425 1625 20 1 15 1 524 71 0 1044 0 16122 0 110 21 287 1582 1069 94 70 573 0 
675 5256 5611 107 50 4860 32 507 1809 459 3079 387 3 4 4 1057 3 3486 1655 19 0 12 1 564 58 0 1033 1 15904 0 116 18 262 1513 1089 106 67 579 0 
676 5373 5594 103 39 4852 31 482 1785 370 3039 350 3 1 3 1053 6 3483 1678 18 0 12 0 507 68 1 1077 0 16062 0 142 22 300 1498 1018 90 67 552 0 
677 5261 5553 93 68 4910 35 506 1813 434 3041 380 6 5 6 1086 6 3428 1615 16 0 17 1 510 62 0 1103 0 15998 0 110 18 280 1409 1123 98 55 615 0 
678 5344 5748 94 50 4805 26 532 1767 417 3090 347 4 1 2 1093 5 3391 1609 16 0 15 1 523 76 0 1009 0 16009 0 126 20 298 1482 1067 87 70 569 0 
679 5282 5558 108 55 4932 25 534 1764 423 3053 379 4 1 5 1138 5 3482 1607 17 0 15 0 548 74 1 1068 0 15887 1 105 12 310 1532 1076 86 53 564 0 
680 5238 5521 115 50 4921 32 490 1784 404 3043 372 4 3 6 1126 4 3502 1648 17 1 12 1 520 64 1 1065 0 15987 1 105 24 292 1489 1142 102 48 557 0 
681 5238 5628 117 53 4918 30 475 1838 401 3019 363 5 2 6 1048 8 3485 1650 15 1 12 4 566 74 0 1018 0 15893 0 148 11 288 1528 1103 92 48 593 0 
682 5278 5688 108 47 4878 34 520 1808 394 3041 379 7 2 6 1076 5 3413 1721 19 0 11 0 508 65 3 1062 0 15923 0 122 11 282 1555 1034 87 59 545 0 
683 5304 5640 122 59 4847 34 539 1767 445 3074 376 4 3 3 1152 6 3431 1586 14 0 12 0 513 63 2 1067 1 15938 0 117 12 267 1534 1000 85 67 597 0 
684 5225 5411 109 59 4965 28 544 1828 412 3014 369 3 3 2 1086 6 3499 1638 13 1 19 1 535 67 0 1056 1 15928 0 123 18 275 1561 1100 93 70 595 1 
685 5287 5595 104 63 4862 34 511 1811 443 3072 379 3 6 3 1100 6 3432 1623 17 1 8 1 518 63 0 1035 0 15915 0 129 17 294 1453 1103 96 62 624 0 
686 5328 5660 114 45 4818 31 540 1797 398 3053 391 1 1 5 1101 5 3541 1588 20 0 16 3 540 66 0 1031 0 15864 0 133 19 272 1496 1040 113 62 592 0 
687 5229 5668 101 45 4860 27 533 1814 416 3098 381 4 1 4 1068 6 3520 1642 15 0 15 1 555 73 1 1066 0 15789 0 112 27 279 1513 1054 94 72 588 0 
688 5123 5598 107 44 4975 35 533 1855 408 3074 381 6 2 3 1099 5 3457 1650 15 0 19 3 522 51 0 1051 1 15950 0 113 17 289 1452 1094 87 63 587 0 
689 5275 5648 101 51 4871 38 532 1760 386 3119 340 7 0 5 1060 3 3529 1633 18 0 11 1 510 75 0 1051 0 15886 0 119 13 326 1454 1104 95 59 591 0 
690 5155 5666 108 49 5003 40 520 1744 433 3089 354 8 2 4 1117 4 3398 1621 18 0 5 1 532 72 1 1052 1 15899 0 125 14 290 1548 1048 83 63 607 0 
691 5246 5591 127 57 4876 24 526 1799 395 2993 359 3 2 6 1064 5 3494 1635 14 0 13 6 517 73 0 1054 0 16082 0 120 15 307 1444 1065 113 67 601 0 
692 5261 5616 118 51 4876 37 481 1736 408 2968 369 4 1 4 1090 5 3452 1686 21 1 14 4 548 62 0 1090 0 16029 1 121 21 299 1483 1097 85 53 587 0 
693 5320 5672 107 56 4924 29 525 1754 413 3040 385 4 0 5 1090 12 3445 1667 18 1 15 2 547 61 0 1027 0 15849 0 114 14 258 1510 1071 75 69 582 1 
694 5207 5586 117 64 4903 25 535 1845 381 2975 370 5 1 4 1127 13 3473 1633 16 0 13 2 546 70 2 1019 0 15982 0 121 14 291 1530 1049 93 63 609 0 
695 5270 5615 116 60 4862 32 518 1758 382 3034 393 3 0 4 1114 8 3460 1628 18 1 17 4 546 64 1 1044 0 15982 1 129 11 260 1486 1088 88 66 596 0 
696 5178 5585 134 47 4896 29 541 1954 436 3030 340 3 3 4 1043 7 3439 1634 21 0 16 3 523 65 0 1060 0 15988 0 116 20 293 1501 1044 88 52 577 0 
697 5143 5680 96 50 4977 36 516 1804 420 3045 374 2 4 4 1089 3 3412 1668 16 1 9 1 549 75 1 1033 0 15963 0 105 19 276 1561 1038 88 61 571 0 
698 5179 5559 119 53 4933 19 516 1819 404 3134 377 3 3 9 1146 5 3489 1588 20 1 12 3 533 60 1 1074 0 15889 0 125 16 299 1467 1095 87 60 578 0 
699 5091 5633 112 50 4898 30 503 1793 424 3023 414 3 0 9 1103 1 3490 1680 18 1 6 1 552 58 0 1040 0 15913 0 127 14 304 1514 1103 101 67 614 1 
700 5232 5607 118 58 4898 26 512 1795 394 3024 391 3 3 4 1118 5 3507 1617 15 0 9 2 543 60 0 1050 0 15898 0 115 18 271 1560 1100 88 73 585 0 
701 5298 5618 125 65 4787 37 515 1793 375 3081 392 6 2 4 1089 13 3470 1585 21 0 18 4 530 73 0 1083 0 15954 0 108 20 300 1476 1064 83 64 621 0 
702 5336 5688 114 66 4990 34 527 1835 415 2966 359 2 1 7 1104 3 3439 1645 17 0 15 3 498 73 0 1039 0 15823 0 137 21 291 1495 1055 81 46 575 0 
703 5267 5646 117 58 4920 27 504 1825 388 3057 378 4 4 5 1043 6 3441 1632 22 0 11 2 537 55 0 1055 0 16003 0 134 20 286 1444 1061 108 50 560 0 
704 5163 5638 121 61 4837 36 520 1814 395 3075 355 5 1 5 1099 8 3519 1627 16 1 6 2 554 52 0 1027 1 15955 1 116 18 304 1590 1064 98 59 569 1 
705 5312 5590 105 53 4906 42 522 1768 409 3077 353 4 1 5 1126 5 3445 1641 21 1 14 3 514 63 1 1064 0 15886 1 144 15 246 1487 1089 94 47 634 1 
706 5216 5748 118 55 4909 31 538 1804 417 3081 370 2 4 4 1093 5 3477 1643 15 1 18 2 509 67 0 1072 1 15779 0 124 16 266 1494 1061 91 55 599 0 
707 5323 5599 119 51 4913 36 512 1778 412 2932 399 5 2 1 1094 9 3518 1659 17 0 16 4 525 56 0 1090 1 15907 0 119 12 279 1468 1099 99 62 573 0 
708 5231 5604 119 50 4876 34 518 1732 452 3102 349 4 1 5 1118 4 3448 1638 20 2 8 1 549 65 0 1014 0 16019 0 114 18 287 1464 1055 102 61 628 0 
709 5223 5598 104 62 4834 37 504 1862 382 3102 385 3 4 5 1068 8 3455 1617 14 0 12 2 525 66 1 1046 0 15936 1 126 21 275 1559 1114 104 76 563 1 
710 5205 5501 112 53 4795 31 527 1819 402 3053 388 5 2 3 1070 8 3478 1684 18 1 17 1 543 54 0 1022 1 16064 1 133 18 322 1531 1059 95 73 593 0 
711 5186 5718 115 55 4871 41 543 1831 386 3026 357 4 2 6 1055 9 3445 1635 21 0 14 3 548 63 0 1059 1 16029 0 123 16 295 1509 1059 83 57 559 0 
712 5213 5632 108 71 4938 35 492 1834 434 3063 402 5 3 2 1109 8 3547 1589 16 1 8 1 548 61 2 1016 0 15764 0 100 17 286 1512 1096 102 60 604 0 
713 5305 5565 108 39 4877 33 542 1828 428 3026 351 2 3 5 1037 9 3473 1701 15 1 13 3 547 64 2 1000 1 15928 0 127 16 279 1530 1092 86 66 570 0 
714 5323 5649 111 68 4852 30 523 1816 420 3042 392 2 6 6 1049 8 3477 1691 13 2 17 1 526 60 0 1079 0 15879 0 106 14 290 1408 1046 100 56 627 0 
715 5288 5576 109 55 4884 39 532 1820 391 3064 364 5 2 1 1110 8 3502 1629 16 0 14 3 509 64 2 1023 0 15872 0 100 17 291 1553 1093 97 68 571 1 
716 5340 5551 116 51 4919 35 542 1783 406 3034 383 3 2 3 1117 7 3412 1655 17 0 12 0 537 53 0 1074 1 15843 1 103 17 280 1538 1078 98 54 610 1 
717 5251 5629 105 51 4853 28 519 1768 405 3054 402 6 5 0 1077 4 3461 1657 12 0 15 2 516 70 0 1005 0 16136 0 120 22 265 1512 1054 87 69 546 0 
718 5309 5621 110 56 5010 31 496 1852 424 2984 359 5 2 2 1104 4 3311 1586 15 1 10 1 538 64 1 1081 1 16013 1 122 12 239 1485 1067 88 56 622 0 
719 5241 5583 129 55 5001 31 498 1825 410 3036 367 6 1 5 1080 5 3387 1625 18 0 14 2 531 65 0 1032 0 15983 0 139 19 299 1513 1024 85 57 598 0 
720 5251 5619 112 61 4984 23 496 1808 411 3076 372 4 2 3 1082 8 3463 1671 19 0 9 0 531 63 0 1003 0 15837 1 98 11 271 1542 1094 74 65 632 0 
721 5178 5663 117 51 4857 34 525 1826 426 3049 387 4 0 2 1069 2 3362 1753 15 0 13 3 516 54 2 1048 0 15992 0 111 15 290 1478 1107 94 59 577 1 
722 5326 5516 106 60 4926 27 530 1819 386 3030 390 1 1 3 1110 7 3556 1611 12 0 21 1 530 68 2 1037 0 15858 1 115 11 322 1464 1080 84 56 585 0 
723 5305 5569 111 42 4814 32 496 1800 414 3128 363 4 2 6 1144 7 3412 1594 20 1 22 0 552 83 0 1027 0 16081 1 126 16 270 1497 998 89 68 585 0 
724 5268 5545 122 40 4886 28 509 1741 398 3101 361 5 2 3 1082 7 3456 1680 12 0 8 4 529 59 1 1060 1 16034 1 124 18 260 1517 1081 87 60 566 0 
725 5227 5544 99 61 4850 30 503 1872 413 3138 348 4 2 1 1096 4 3431 1712 19 1 13 1 534 73 1 1072 0 15929 0 122 20 272 1496 1023 92 61 618 1 
726 5291 5571 108 58 4908 21 536 1748 398 3060 378 2 4 4 1093 6 3425 1583 14 0 12 2 522 51 0 1120 0 16008 0 120 12 307 1468 1114 99 56 598 0 
727 5205 5580 96 56 4931 35 536 1810 389 2945 397 5 3 5 1059 6 3469 1668 15 0 9 2 547 68 0 986 0 16019 0 122 16 286 1560 1098 103 66 593 0 
728 5246 5706 99 55 4931 26 522 1867 444 3046 389 5 2 6 1053 8 3448 1620 15 1 17 2 518 73 1 1027 0 15848 1 127 17 300 1481 1083 84 63 556 0 
729 5212 5474 112 49 4981 26 528 1783 433 3078 382 2 4 6 1112 2 3423 1633 22 1 17 0 536 68 2 1039 0 15936 1 132 9 279 1522 1074 107 57 626 1 
730 5162 5607 102 56 4924 28 540 1765 395 2993 382 4 4 3 1103 4 3525 1678 23 0 10 1 510 74 0 1060 0 15899 1 119 19 285 1579 1106 84 52 602 0 
731 5125 5614 106 46 4960 27 555 1804 435 3053 351 2 3 2 1079 5 3472 1684 14 1 13 3 515 53 1 1073 0 15871 1 120 18 285 1548 1103 94 71 585 0 
732 5236 5563 113 62 4883 28 514 1803 459 2984 368 3 1 4 1127 6 3447 1632 21 1 12 1 487 70 1 1025 1 15986 0 134 22 310 1509 1124 85 62 612 1 
733 5246 5643 102 50 4867 31 520 1860 443 3007 370 5 4 5 1057 5 3398 1648 23 0 10 1 529 83 1 1031 0 15964 1 129 12 288 1558 1062 89 57 594 0 
734 5167 5446 109 61 4951 34 551 1839 427 3100 365 3 3 3 1079 7 3461 1633 13 0 12 1 541 70 0 1075 0 15913 0 110 16 275 1544 1127 93 64 598 0 
735 5229 5578 111 45 4886 29 563 1794 414 3071 369 3 2 2 1125 5 3468 1568 22 1 10 1 551 56 1 1076 1 15947 1 120 15 268 1487 1116 93 55 611 0 
736 5264 5695 113 55 4901 32 479 1738 411 3023 372 5 1 1 1079 6 3375 1585 19 0 14 2 556 69 1 1054 0 16055 0 125 19 280 1498 1117 92 60 593 1 
737 5272 5613 109 46 4897 43 508 1843 420 3047 395 3 4 2 1119 4 3403 1670 16 0 9 2 512 64 0 987 1 15935 0 126 20 294 1557 1073 100 58 548 0 
738 5225 5554 112 52 4948 31 487 1775 411 3084 368 4 2 2 1111 7 3355 1643 20 1 10 0 532 58 1 1020 0 16081 1 122 18 295 1520 1118 92 57 570 0 
739 5160 5637 99 63 4963 34 480 1878 439 3044 373 3 3 3 1081 3 3441 1628 17 1 11 2 529 56 1 1006 1 15983 0 125 15 267 1537 1092 86 63 567 1 
740 5216 5588 102 36 4957 29 497 1832 424 3060 370 5 2 3 1090 10 3427 1595 11 0 17 1 529 62 1 1038 0 16046 1 130 16 292 1512 1051 93 60 596 0 
741 5341 5650 101 69 4879 35 515 1809 396 3033 355 2 2 1 1045 6 3475 1610 20 1 15 1 513 71 0 1018 0 15890 1 129 13 302 1520 1092 90 62 597 1 
742 5221 5612 100 70 4812 37 486 1798 436 3038 393 6 0 1 1111 6 3488 1654 12 0 14 3 490 70 0 1045 1 16033 1 110 15 286 1493 1123 80 67 593 0 
743 5205 5573 108 55 4892 28 503 1758 413 3162 393 5 3 8 1059 7 3437 1596 18 0 12 3 548 57 1 1044 0 16035 0 131 19 270 1520 1034 89 54 631 0 
