  Verrucomicrobia Chlamydiae Aquificae Actinobacteria Chlorobi Lobosea Euglenozoa Cyanobacteria ssDNA candidate Viridiplantae Mycetozoa Dictyoglomi Deinococcus-Thermus Proteobacteria Tenericutes Acidobacteria Spirochaetes Plasmodiophorida Firmicutes dsDNA Chloroflexi Planctomycetes Fungi environmental Fusobacteria Entamoebidae Crenarchaeota Alveolata Korarchaeota Jakobidae Bacteroidetes Rhizaria Parabasalidea Metazoa Thermotogae Fibrobacteres Euryarchaeota
291 5279 5644 112 55 4970 29 501 1768 416 3058 387 5 2 4 1076 6 3452 1604 16 0 11 4 507 72 0 1056 0 15944 0 118 20 284 1449 1073 87 58 597 0 
292 5212 5587 94 52 4961 27 498 1785 390 3117 381 4 3 3 1103 7 3461 1515 13 1 15 1 525 66 2 1034 0 16078 0 123 15 272 1483 1081 107 65 603 0 
293 5310 5495 95 48 4889 34 512 1754 418 3002 369 3 2 3 1064 5 3461 1612 16 1 10 2 533 79 1 1054 1 16045 1 113 17 299 1567 1092 111 66 597 0 
294 5214 5515 123 53 4900 32 520 1798 407 3044 398 4 1 7 1102 11 3386 1597 20 0 9 5 505 73 1 1063 0 16032 0 130 17 310 1578 1108 93 62 588 0 
295 5215 5683 117 69 5000 32 521 1779 410 3104 356 2 3 5 1099 6 3414 1680 22 1 10 0 537 68 0 1046 1 15717 0 128 22 295 1467 1093 97 54 607 1 
296 5263 5539 104 54 4889 39 544 1820 421 3082 389 6 3 6 1022 1 3415 1602 16 1 15 2 551 60 0 1075 0 15913 0 111 11 291 1545 1104 98 58 610 0 
297 5219 5609 115 46 4857 30 517 1843 422 2886 362 4 3 5 1125 6 3497 1647 16 0 15 3 548 66 1 1120 0 15933 0 130 15 292 1512 1085 80 67 593 0 
298 5290 5603 104 59 4868 32 510 1766 406 3018 373 1 1 5 1062 4 3463 1658 16 1 13 2 513 65 0 1045 0 16047 0 119 16 295 1527 1053 87 66 602 0 
299 5190 5602 116 48 4912 41 501 1741 448 2973 392 4 3 7 1093 4 3354 1577 18 1 14 2 521 73 1 1039 0 16198 0 124 14 263 1577 1086 97 59 592 0 
300 5276 5514 117 46 4931 38 503 1803 401 3020 382 4 2 5 1101 5 3519 1643 15 1 13 4 548 62 3 1047 0 15869 0 119 16 275 1584 1089 85 56 582 0 
301 5109 5596 99 54 4928 24 537 1877 372 3048 401 4 1 4 1080 8 3433 1604 18 1 5 2 498 59 1 1096 0 16016 1 117 17 299 1522 1099 98 67 597 0 
302 5266 5784 117 47 4891 35 525 1783 395 2991 403 4 0 3 1067 4 3428 1599 20 1 11 3 506 61 1 1066 0 15929 1 128 9 288 1570 1033 84 53 587 0 
303 5257 5531 108 62 4812 25 521 1735 452 2997 373 4 3 2 1054 8 3503 1666 17 1 13 1 498 57 0 1042 0 16184 0 123 19 272 1524 1048 106 57 595 0 
304 5206 5621 103 52 4909 35 526 1826 445 2978 381 3 1 3 1068 5 3488 1683 18 0 11 3 540 77 1 1065 0 15887 1 124 15 296 1483 1099 96 64 593 0 
305 5214 5592 117 60 4999 28 490 1798 368 3106 370 3 3 5 1165 3 3508 1647 11 0 11 0 528 67 0 1050 0 15809 0 122 20 274 1507 1064 102 65 587 0 
306 5225 5591 132 40 4927 27 525 1801 395 3014 391 3 1 6 1103 7 3428 1648 20 1 14 4 588 73 0 1018 0 15947 0 120 15 283 1538 1078 111 66 561 0 
307 5251 5572 99 53 4904 25 510 1820 435 3122 360 9 4 3 1103 4 3377 1569 19 1 11 3 510 79 0 1098 0 16004 0 134 11 271 1529 1066 100 66 571 0 
308 5203 5743 105 55 4868 25 502 1816 416 3045 372 3 6 4 1140 7 3411 1598 17 0 9 2 509 70 1 1046 1 15998 0 126 13 266 1501 1067 80 62 567 0 
309 5164 5664 106 48 4868 27 537 1815 393 3084 426 2 3 4 1080 4 3443 1666 11 0 14 0 539 73 0 1087 1 15910 0 114 15 283 1478 1083 99 67 589 0 
310 5237 5616 108 56 4809 44 517 1782 398 3082 376 6 0 6 1039 6 3472 1627 11 1 12 3 520 58 2 984 1 16121 0 123 25 281 1550 1052 92 56 612 1 
311 5313 5578 111 47 5020 27 529 1837 422 3002 386 3 1 6 1023 7 3398 1607 19 0 12 1 556 66 0 1037 0 15889 0 112 20 300 1575 1067 94 55 570 0 
312 5265 5502 98 59 4932 26 514 1801 384 3070 372 1 4 5 1041 6 3433 1659 18 1 18 3 515 60 0 1054 0 16096 0 115 16 276 1497 1139 90 55 574 0 
313 5281 5656 115 60 4931 32 526 1772 374 3107 386 9 3 6 1073 5 3441 1603 9 0 15 2 511 66 1 1089 0 15904 0 111 15 296 1468 1080 96 59 573 0 
314 5290 5549 117 47 4861 38 521 1802 416 2986 381 2 0 3 1103 10 3465 1698 20 1 13 2 514 78 3 1083 0 15987 0 108 16 289 1510 1079 94 56 543 0 
315 5321 5516 108 62 4773 36 542 1810 398 3078 371 2 0 2 1136 3 3419 1629 19 0 15 3 546 76 0 1041 0 15991 0 101 21 284 1535 1087 105 56 589 1 
316 5167 5579 111 59 4913 20 532 1769 403 3027 399 2 2 4 1062 5 3402 1637 19 0 9 2 582 63 0 1051 0 16109 1 118 17 297 1515 1088 98 67 561 0 
317 5043 5539 135 52 4991 36 495 1729 397 3077 379 3 4 2 1098 7 3417 1632 14 0 15 1 576 66 1 1106 0 16084 0 123 14 321 1499 1106 74 65 581 0 
318 5129 5692 110 54 4953 30 541 1802 394 2997 369 1 0 0 1096 8 3397 1632 21 0 16 2 527 70 1 1047 1 15946 0 131 23 278 1540 1114 85 51 621 0 
319 5228 5594 118 47 4851 29 506 1827 417 3074 410 5 4 4 1018 6 3428 1687 14 1 12 2 518 67 1 1054 0 16011 0 118 15 292 1502 1035 100 70 587 0 
320 5211 5710 125 58 4996 35 523 1754 441 3078 350 4 1 2 1101 7 3419 1615 18 0 15 1 507 51 0 1068 0 15889 1 118 23 290 1504 1070 69 67 591 0 
321 5259 5596 103 44 4893 37 547 1815 405 3064 355 1 1 4 1131 6 3466 1613 19 1 9 0 544 67 0 1071 0 15891 0 127 21 292 1499 1078 103 51 550 0 
322 5299 5670 109 51 4853 31 537 1874 398 3113 367 6 4 4 1090 12 3401 1594 14 0 15 1 512 55 0 1049 0 15898 0 121 19 306 1527 1026 97 58 585 0 
323 5293 5634 92 49 4810 39 536 1812 383 3104 372 4 3 1 1094 7 3387 1626 20 0 7 1 513 73 1 1035 1 16017 1 118 11 291 1515 1107 95 65 577 0 
324 5256 5686 128 52 4903 35 502 1844 434 3133 356 2 3 1 1081 6 3443 1642 12 0 17 2 502 62 2 1043 0 15729 0 134 17 276 1558 1063 103 64 594 0 
325 5198 5573 120 50 4865 28 519 1823 404 3152 362 2 3 1 1073 9 3531 1599 14 0 12 2 508 71 1 1032 0 15964 0 111 18 300 1566 1039 90 57 590 0 
326 5262 5563 116 48 5022 31 545 1834 422 3041 340 2 2 3 1042 8 3474 1628 19 0 13 0 493 67 1 1091 1 15919 0 139 15 284 1492 1024 95 61 578 0 
327 5150 5639 89 41 4970 33 551 1802 411 3072 424 2 1 4 1099 6 3412 1617 6 0 18 1 505 58 2 1045 0 15983 0 112 21 297 1519 1053 91 63 591 0 
328 5310 5632 99 55 4960 32 497 1847 415 3048 389 2 1 2 1081 3 3458 1677 21 1 17 3 526 53 1 946 0 15925 0 113 20 267 1510 1055 84 58 567 0 
329 5209 5628 87 57 4958 32 524 1853 447 3083 388 1 3 3 1110 8 3343 1607 12 0 7 3 523 60 0 996 0 15969 0 116 21 285 1492 1073 92 64 630 0 
330 5265 5571 115 40 4934 30 523 1780 406 3006 377 5 1 6 1081 4 3378 1616 12 1 14 1 533 64 0 993 1 16164 1 131 15 299 1548 1067 93 59 564 0 
331 5230 5536 112 46 4970 32 515 1808 411 3067 364 4 4 3 1073 6 3376 1610 16 0 8 1 566 71 2 1023 0 15999 1 124 24 314 1535 1082 106 62 579 1 
332 5222 5564 113 56 4893 34 550 1806 431 2995 371 3 3 3 1115 4 3384 1628 16 0 10 3 511 63 2 1017 1 16115 1 129 18 305 1507 1037 94 60 625 0 
333 5202 5543 98 58 4885 23 518 1891 411 3062 382 5 2 3 1110 3 3481 1624 21 1 13 1 566 69 1 1013 1 15904 0 142 14 282 1576 1027 80 58 607 1 
334 5297 5523 103 61 5059 28 511 1799 407 2997 374 5 3 1 1126 8 3453 1603 17 1 19 3 536 61 1 1055 0 15831 0 117 15 298 1565 1085 94 63 571 0 
335 5295 5640 132 46 4899 26 513 1790 403 3048 404 2 4 1 1106 8 3414 1620 22 0 9 1 546 56 0 1089 0 15862 0 111 13 279 1528 1051 91 58 606 0 
336 5253 5599 112 53 4911 30 515 1790 425 3092 378 5 5 7 1114 5 3428 1645 16 0 12 0 538 60 1 1070 0 15970 0 125 14 279 1433 1079 100 54 549 1 
337 5241 5687 100 56 4960 39 522 1802 418 3044 357 2 4 2 1085 4 3452 1672 14 0 8 1 519 67 0 1039 0 15882 0 133 10 298 1471 1042 83 59 594 1 
338 5335 5603 113 48 4933 33 477 1779 406 3067 362 2 3 3 1098 4 3450 1654 24 1 12 1 538 68 0 1048 0 15889 0 134 14 268 1533 1036 99 64 581 0 
339 5222 5544 114 54 4905 25 542 1864 401 3013 362 1 2 3 1131 3 3468 1716 11 1 8 2 557 66 1 1060 0 15801 0 134 21 288 1546 1053 83 52 605 0 
340 5200 5592 96 55 4981 31 500 1836 393 2937 386 3 1 7 1082 2 3507 1641 19 1 21 2 531 68 0 1045 0 15959 0 110 16 294 1506 1098 78 59 612 0 
341 5274 5606 122 63 4949 33 497 1855 384 3099 370 5 0 2 1123 3 3390 1612 15 0 15 1 491 73 1 1036 0 15900 0 109 13 286 1563 1075 102 56 552 0 
342 5268 5647 106 52 4971 28 499 1729 422 3132 365 4 3 3 1090 4 3370 1717 15 0 14 2 514 60 1 1015 0 15924 0 119 11 250 1511 1079 95 57 571 0 
343 5331 5587 119 51 4804 29 508 1840 441 3076 354 6 4 3 1066 4 3441 1640 18 0 13 0 507 73 2 1065 0 16034 0 124 12 259 1508 1044 88 57 575 0 
344 5238 5599 115 44 4873 34 516 1886 434 3084 384 7 4 4 1148 5 3480 1580 17 1 12 3 517 69 1 1053 0 15833 0 119 13 299 1482 1116 88 57 552 0 
345 5222 5638 116 48 4937 25 506 1793 433 3081 402 2 3 3 1112 5 3380 1646 17 1 14 1 531 57 0 1003 0 16012 0 114 14 284 1486 1049 94 56 567 0 
346 5186 5582 109 54 5091 23 521 1828 421 3038 380 7 2 3 1125 0 3422 1598 13 1 16 0 482 63 0 1039 0 15969 0 105 17 313 1488 1063 88 59 556 1 
347 5243 5603 99 55 4875 37 550 1837 442 3032 371 4 0 3 1102 3 3394 1632 15 0 10 2 536 80 0 1039 0 16006 0 135 15 293 1501 1053 89 64 576 0 
348 5173 5645 103 54 4976 31 517 1853 449 3061 380 3 4 3 1069 5 3396 1683 23 0 12 3 531 53 0 1012 0 15917 0 124 16 283 1475 1083 85 57 605 0 
349 5259 5636 110 50 4927 29 505 1767 410 3024 379 3 1 3 1094 3 3348 1630 11 0 10 1 566 74 0 1056 0 15934 0 115 13 308 1533 1078 93 65 642 0 
350 5192 5690 87 61 4958 26 523 1812 398 3095 377 5 1 2 1085 7 3327 1650 17 1 14 3 560 68 0 1048 0 15919 0 120 18 268 1541 1084 109 50 559 0 
351 5189 5646 108 54 5044 29 538 1807 420 3035 372 2 1 6 1096 4 3346 1636 21 1 13 2 505 63 0 982 0 15993 0 117 14 287 1546 1079 103 62 573 0 
352 5383 5617 114 47 4963 29 505 1761 420 2964 366 3 4 3 1065 6 3536 1679 10 0 9 0 518 64 1 1085 1 15811 0 130 18 285 1474 1042 84 67 616 0 
353 5313 5549 101 59 5034 27 530 1781 413 3062 368 3 2 3 1039 5 3464 1595 22 1 10 0 525 69 1 1033 0 15933 0 126 16 265 1552 1094 84 56 552 0 
354 5280 5728 103 47 4805 34 508 1858 424 3014 377 3 1 3 1118 9 3411 1593 19 1 11 5 514 75 1 1049 0 15928 1 121 16 286 1550 1035 80 59 603 0 
355 5271 5614 103 51 4934 29 504 1804 418 2994 386 4 3 6 1093 2 3517 1575 22 0 11 3 516 60 1 1054 0 15981 0 110 18 288 1494 1078 79 67 585 1 
356 5235 5693 121 62 4982 27 520 1810 429 3049 351 3 2 4 1056 7 3373 1584 22 0 12 2 524 77 0 1070 0 15883 1 132 14 314 1540 1053 96 62 559 0 
357 5318 5499 103 61 4917 35 500 1848 437 3018 373 1 3 1 1089 8 3431 1582 18 2 14 3 505 68 0 976 0 16140 0 112 14 291 1492 1071 75 63 599 0 
358 5211 5672 106 65 4915 24 501 1832 403 3030 359 2 2 3 1037 4 3485 1599 23 0 11 5 522 74 0 1079 0 15988 0 124 15 274 1501 1068 92 61 579 0 
359 5250 5671 123 53 4895 29 526 1799 422 3112 365 6 2 4 1097 7 3501 1615 19 0 15 2 510 67 1 1035 1 15853 0 125 16 287 1514 994 81 62 592 0 
360 5270 5576 107 57 4975 29 527 1844 408 3025 390 2 3 5 1078 4 3476 1674 17 2 10 1 516 56 1 1038 0 15783 0 121 12 275 1510 1102 100 53 603 0 
361 5278 5554 108 51 4913 28 530 1797 398 3032 378 4 4 2 1116 8 3483 1631 24 0 17 4 506 55 1 1031 1 16027 0 126 16 306 1487 1000 99 67 601 0 
362 5209 5652 102 53 4971 28 502 1775 376 3007 340 5 2 4 1101 6 3437 1648 18 0 8 1 532 58 1 1026 0 16024 0 110 15 285 1563 1067 85 71 578 0 
363 5278 5582 122 56 4967 32 480 1802 394 3023 362 3 0 2 1137 3 3404 1563 18 0 11 2 510 67 1 1022 0 16049 0 137 19 261 1527 1091 94 62 603 0 
364 5310 5606 119 59 4901 38 516 1802 440 3092 394 3 3 5 980 7 3513 1655 11 0 17 2 500 67 1 1033 0 15910 0 111 16 301 1498 1076 96 58 579 0 
365 5208 5566 97 64 5023 39 510 1813 415 3019 362 5 2 4 1063 8 3486 1628 20 1 18 2 508 68 2 1026 0 16030 0 126 15 282 1485 1088 80 56 566 0 
366 5224 5640 108 58 4898 39 489 1905 385 2945 379 2 4 6 1119 10 3489 1675 19 0 12 3 507 73 1 1052 0 15807 0 128 17 286 1505 1106 90 78 622 0 
367 5219 5614 110 58 4926 30 523 1773 429 3103 391 4 3 3 1092 3 3415 1639 19 1 14 2 529 62 0 1043 1 15914 0 127 19 276 1566 1025 103 58 599 0 
368 5291 5655 113 55 4948 29 481 1817 427 3014 393 5 2 3 1068 5 3382 1593 16 2 10 2 562 62 0 1058 0 15917 0 117 19 312 1534 1047 86 52 589 0 
369 5235 5685 97 51 4850 31 498 1776 389 2997 386 1 3 3 1093 2 3406 1658 14 0 7 1 507 58 2 1052 0 16033 0 111 15 277 1549 1094 98 56 622 0 
370 5199 5511 106 58 4950 32 538 1887 382 3142 370 4 3 3 1073 6 3461 1624 15 1 8 2 509 79 1 1018 0 15929 1 118 17 292 1496 1087 89 78 599 0 
371 5294 5679 120 58 4861 30 505 1813 404 2977 355 2 3 3 1078 5 3462 1718 20 1 16 0 525 69 1 998 0 15967 1 114 21 282 1533 1046 86 59 582 0 
372 5277 5553 87 59 4902 29 522 1842 356 3073 384 4 3 1 1066 5 3392 1680 25 0 11 3 520 55 0 1107 0 15955 0 138 16 285 1513 1017 101 48 623 0 
373 5206 5631 102 54 4890 30 522 1778 431 3104 402 2 0 4 1043 9 3414 1629 15 2 9 1 532 62 0 1035 0 16039 0 122 19 272 1481 1073 81 64 632 1 
374 5130 5571 127 56 4962 32 523 1848 430 2961 356 5 1 4 1079 4 3496 1651 26 0 14 2 540 68 0 1034 0 15961 0 140 17 264 1505 1081 93 63 645 0 
375 5196 5505 116 59 4945 31 517 1858 405 3078 352 2 2 3 1085 3 3417 1584 17 1 14 4 549 68 1 1031 0 15921 1 109 19 306 1558 1134 95 73 629 1 
376 5193 5572 105 60 4958 30 506 1872 417 3064 363 2 1 5 1092 4 3479 1686 20 0 9 0 563 65 1 999 0 15855 1 124 18 276 1504 1081 109 68 593 1 
377 5223 5650 98 45 4989 27 493 1861 433 3048 343 1 4 1 1109 1 3447 1660 16 2 19 1 503 60 0 1035 0 15902 0 131 18 285 1512 1049 91 59 555 1 
378 5332 5517 143 48 4856 30 492 1881 424 3000 401 5 3 6 1135 4 3461 1593 22 1 11 3 558 66 0 1036 0 15927 0 113 17 273 1523 1081 105 57 560 1 
379 5166 5552 115 69 4963 26 527 1802 399 3093 389 3 2 5 1074 9 3490 1676 12 1 13 1 507 68 0 1012 1 15939 0 130 16 281 1504 1072 94 58 601 0 
380 5224 5630 102 57 4896 32 529 1801 425 3062 354 3 2 9 1048 3 3339 1659 18 0 17 0 481 61 0 1055 0 16040 0 113 19 289 1545 1104 97 74 590 0 
381 5219 5582 116 63 4761 37 518 1817 407 3062 382 4 3 3 1088 2 3385 1628 17 0 13 2 522 64 0 1075 0 16054 0 106 21 296 1544 1098 98 66 630 0 
382 5175 5575 110 58 4912 45 522 1778 441 3048 379 2 1 4 1113 9 3412 1682 22 0 11 0 511 66 0 1010 0 16056 0 124 15 280 1502 1074 107 77 563 0 
383 5242 5559 118 55 4899 24 524 1771 441 3111 385 4 3 4 1093 5 3459 1652 19 0 10 3 549 65 1 1042 0 15917 1 107 14 301 1512 1072 84 53 569 0 
384 5295 5594 113 63 4880 29 519 1799 391 2983 392 4 4 2 1070 6 3485 1636 11 0 8 3 523 63 2 1082 0 16008 1 117 17 292 1537 1070 93 50 566 0 
385 5204 5585 122 48 4845 33 493 1839 432 3048 370 3 2 2 1110 6 3373 1621 23 0 13 1 532 65 0 1044 1 15990 0 135 22 290 1572 1106 83 53 594 0 
386 5284 5645 110 61 4935 30 515 1813 449 2990 389 5 4 2 1068 9 3429 1621 21 0 11 0 519 67 0 1062 0 15915 0 115 17 288 1523 1046 79 74 576 0 
387 5292 5593 122 63 4975 32 502 1834 392 3131 355 3 4 2 1044 5 3455 1629 27 1 10 0 527 83 1 1028 0 15870 0 119 15 273 1556 1072 84 57 537 0 
388 5150 5606 100 67 4987 35 562 1804 420 3039 372 2 1 3 1114 10 3450 1620 12 0 18 2 489 68 1 1032 0 15949 0 125 19 289 1512 1056 105 59 604 1 
389 5244 5590 114 52 4828 36 533 1793 391 3069 344 5 2 6 1119 6 3558 1665 12 0 11 3 508 66 1 1052 1 15841 0 130 19 281 1563 1110 86 61 574 0 
390 5300 5609 112 57 4797 30 519 1788 395 2950 410 4 2 2 1046 4 3477 1601 18 1 11 0 504 65 0 1083 1 16155 0 114 11 287 1503 1095 73 48 586 1 
391 5272 5658 95 57 4962 37 510 1821 386 3096 366 3 3 4 1062 6 3425 1603 22 0 10 2 533 54 0 1057 1 15944 0 113 10 285 1517 1044 106 60 565 0 
392 5208 5552 124 60 4961 32 507 1804 454 3058 401 3 1 4 1156 5 3446 1622 18 0 6 1 528 58 2 1033 0 15913 0 125 27 284 1511 1060 92 49 573 0 
393 5273 5550 112 54 4836 28 557 1912 401 3064 389 6 3 3 1106 6 3422 1657 18 0 15 3 499 66 0 1054 0 16009 0 105 18 274 1465 1042 85 59 580 0 
394 5197 5599 105 50 4917 22 510 1890 428 3076 373 5 2 7 1150 8 3446 1604 15 1 13 3 530 74 0 1057 0 15777 1 117 12 294 1580 1076 93 63 580 1 
395 5315 5572 120 65 4975 28 508 1803 422 3076 390 2 1 3 1086 7 3464 1562 17 0 17 2 504 54 0 1050 0 16002 0 118 16 290 1496 1006 82 66 571 0 
396 5132 5613 126 43 4888 32 500 1857 400 3050 386 4 2 3 1077 5 3439 1690 18 0 11 2 534 48 0 1043 0 16043 0 135 20 265 1505 1092 82 62 575 0 
397 5298 5549 120 53 4916 33 519 1792 420 3026 369 3 3 3 1105 7 3382 1698 19 1 12 2 497 68 1 1066 0 15943 0 116 17 287 1558 1050 101 72 582 0 
398 5167 5576 114 51 4925 30 500 1818 431 3064 385 3 5 3 1068 6 3386 1647 14 0 11 3 538 73 0 1064 0 16060 0 109 19 291 1495 1055 98 61 598 0 
399 5206 5650 110 55 4907 33 481 1777 424 3128 367 4 2 1 1082 5 3407 1636 16 0 12 1 499 82 0 1041 0 15959 0 112 19 284 1535 1093 98 67 601 0 
400 5256 5680 99 55 4974 28 516 1760 434 3072 383 5 3 4 1081 2 3390 1651 23 2 11 0 496 71 1 1020 0 15840 0 119 15 314 1521 1062 90 64 629 0 
401 5285 5656 100 49 4973 28 519 1824 352 3015 360 4 5 0 1115 5 3357 1612 18 0 13 2 485 60 0 1049 0 15952 0 127 15 277 1578 1062 106 66 619 0 
402 5134 5568 98 55 4888 38 502 1802 397 3094 394 6 0 3 1115 4 3472 1667 15 1 13 2 558 70 0 1048 1 15976 0 123 14 285 1549 1056 102 53 579 0 
403 5214 5624 99 52 4847 30 515 1808 428 3040 364 3 4 4 1151 7 3424 1651 20 1 12 1 520 55 0 1016 0 16033 1 126 12 301 1475 1083 86 58 590 0 
404 5167 5582 113 49 4848 32 536 1822 429 3047 386 5 3 3 1094 6 3517 1617 18 1 12 1 522 61 0 1054 0 15926 0 125 12 301 1540 1092 89 67 570 0 
405 5153 5525 118 52 4947 36 518 1730 421 3017 361 5 2 5 1029 5 3553 1637 15 1 13 1 558 66 1 1067 0 16048 0 108 20 274 1559 1044 97 68 618 1 
406 5185 5684 93 53 4899 36 546 1874 392 3038 363 3 3 2 1119 5 3396 1590 22 0 9 1 543 72 0 1049 0 16002 0 121 21 262 1498 1024 96 61 612 0 
407 5242 5617 97 52 4969 29 516 1791 377 3018 352 4 1 2 1126 6 3385 1585 19 0 12 3 543 64 1 1050 0 16014 0 119 14 313 1544 1083 103 64 574 0 
408 5256 5512 110 56 4946 30 505 1861 437 3056 383 3 4 0 1142 5 3470 1668 15 1 15 2 499 68 0 998 1 15874 0 134 22 315 1517 1058 100 49 571 0 
409 5087 5619 107 57 4884 29 522 1801 417 3046 412 2 6 5 1061 5 3487 1671 12 0 16 2 543 60 1 1041 1 16017 1 118 12 274 1470 1108 90 62 622 0 
410 5234 5562 92 51 4865 23 496 1805 405 3141 404 3 4 1 1092 13 3401 1651 17 0 16 1 537 72 0 1021 0 15900 0 121 18 302 1539 1104 93 68 611 0 
411 5185 5732 117 60 4911 38 531 1846 433 3021 364 2 3 3 1137 5 3441 1581 19 0 9 4 530 62 0 1106 0 15846 1 133 19 266 1502 1099 86 53 565 0 
412 5222 5615 110 63 4912 28 508 1803 396 3146 388 4 2 2 1057 5 3481 1616 21 0 11 2 510 73 0 1021 0 15832 1 128 17 306 1520 1100 118 60 613 0 
413 5234 5668 97 44 4872 30 483 1796 427 3081 353 4 3 1 1100 6 3498 1618 13 0 11 2 557 61 1 1064 0 15932 0 145 16 276 1495 1057 82 53 588 0 
414 5264 5616 106 55 4893 31 522 1764 403 3112 355 3 2 3 1116 4 3426 1609 19 0 12 1 526 65 0 1044 0 16000 0 139 20 281 1517 1017 104 58 581 1 
415 5258 5577 99 52 4915 27 518 1791 432 3025 382 2 2 5 1128 7 3427 1612 15 0 15 4 543 72 1 1057 1 15979 0 113 11 283 1546 1051 106 58 578 0 
416 5274 5549 112 41 4890 27 511 1857 420 3014 381 4 2 3 1051 5 3455 1633 23 1 11 1 520 65 0 1048 1 16131 0 133 16 270 1502 1048 79 59 579 0 
417 5346 5540 123 68 4888 29 494 1856 397 3051 367 2 0 2 1106 5 3487 1672 20 0 16 3 483 62 0 1051 0 15871 0 118 20 307 1496 1077 79 69 578 0 
418 5286 5529 104 65 4868 28 514 1809 423 2965 370 5 1 3 1126 5 3450 1610 18 1 10 4 549 60 1 1089 1 15973 0 125 16 302 1512 1114 103 63 564 0 
419 5241 5546 121 53 4978 33 510 1771 403 3106 395 1 2 5 1126 5 3460 1656 11 0 14 1 546 69 0 1003 0 15824 0 108 18 284 1517 1124 85 64 582 0 
420 5198 5675 107 51 4911 30 473 1897 422 3072 400 2 5 2 1131 6 3397 1613 13 0 12 2 529 59 0 1036 0 15863 0 126 18 298 1531 1077 98 75 570 1 
421 5169 5595 128 48 4800 28 510 1790 416 3090 393 4 4 2 1058 5 3403 1600 13 2 11 0 515 87 0 1097 0 16096 1 127 13 281 1595 1067 95 69 560 0 
422 5117 5674 111 56 4874 32 501 1817 406 2921 381 8 5 3 1093 6 3463 1638 18 0 14 1 561 73 1 1027 0 16135 0 119 15 282 1498 1092 92 50 598 0 
423 5300 5581 113 51 4918 29 515 1856 385 2996 329 0 1 5 1082 7 3425 1651 15 0 9 3 542 67 1 1036 0 16004 0 120 15 316 1496 1094 87 57 575 0 
424 5170 5583 115 54 4900 22 518 1806 412 3052 363 2 2 4 1081 8 3473 1629 16 0 16 0 539 67 2 1092 0 16029 1 104 18 273 1503 1058 88 69 588 0 
425 5287 5547 100 52 4857 28 518 1873 423 2991 366 3 2 5 1084 6 3429 1665 17 1 16 3 520 66 1 1033 0 15955 0 118 19 288 1538 1092 97 63 617 1 
426 5390 5560 98 52 4889 43 519 1838 413 3069 373 3 4 3 1133 5 3464 1621 18 1 12 2 516 71 0 1011 0 15810 0 117 15 279 1508 1078 91 73 610 0 
427 5341 5483 118 66 4892 34 531 1792 421 3059 349 6 6 2 1060 8 3454 1620 17 0 13 0 503 75 1 993 1 16150 0 119 18 272 1468 1073 96 52 610 0 
428 5163 5525 116 53 4996 39 499 1788 407 3094 385 3 4 2 1092 5 3393 1626 11 1 9 0 524 70 0 1031 1 16036 0 124 12 283 1544 1081 97 65 597 0 
429 5240 5534 100 43 4890 30 522 1807 410 3088 349 4 3 4 1105 4 3397 1646 20 1 7 3 528 68 2 1052 1 16076 1 120 15 278 1502 1059 90 74 609 0 
430 5142 5679 104 54 4879 35 535 1784 436 3049 349 2 6 4 1053 8 3460 1677 16 0 16 2 518 58 1 1038 0 16029 0 137 24 276 1519 1062 80 61 600 0 
431 5193 5550 97 60 4952 30 529 1830 385 3077 395 4 2 4 1126 9 3467 1586 14 0 9 3 510 69 1 1047 1 15982 0 125 17 302 1487 1053 92 57 630 0 
432 5163 5587 105 49 4920 30 530 1837 385 3106 365 2 3 2 1077 7 3449 1707 19 0 12 2 513 61 1 1092 0 15933 1 127 20 282 1494 1068 93 56 569 0 
433 5141 5572 113 48 5067 32 518 1829 400 3138 379 3 3 2 1091 5 3466 1677 21 1 10 0 502 70 0 1080 0 15710 0 131 15 267 1561 1074 96 62 599 0 
434 5195 5653 117 60 4817 33 550 1812 397 2936 360 4 3 3 1089 9 3505 1620 24 1 15 0 512 70 0 1061 1 16037 0 133 23 295 1525 1064 104 78 584 0 
435 5252 5547 115 57 4950 32 485 1772 415 2979 393 2 1 2 1100 5 3423 1675 15 1 9 0 509 68 0 1068 0 16070 0 117 16 290 1500 1072 85 73 586 0 
436 5240 5727 110 54 4955 36 477 1783 398 2982 357 3 0 2 1059 4 3417 1667 23 0 11 1 555 73 0 1051 1 15906 0 127 16 297 1502 1058 92 69 615 0 
437 5220 5606 132 52 5020 36 507 1846 431 3008 385 6 4 3 1084 7 3519 1643 11 0 13 1 542 68 1 963 1 15845 0 127 9 274 1489 1048 88 70 613 0 
438 5146 5740 110 62 4839 34 539 1779 390 2980 378 3 1 6 1087 3 3457 1665 17 2 13 3 549 60 1 985 0 16092 0 118 21 287 1483 1088 100 66 593 0 
439 5201 5647 100 56 4845 38 529 1819 382 3010 377 4 1 3 1154 6 3454 1574 19 1 14 2 543 68 0 1073 0 16090 0 131 21 298 1492 1073 80 64 533 0 
440 5247 5580 140 61 4934 22 518 1766 396 2998 362 3 5 5 1174 3 3503 1665 16 0 10 2 527 65 0 1050 0 15803 0 128 25 310 1533 1054 99 74 574 0 
441 5299 5595 107 48 4889 27 509 1816 419 3005 377 4 1 4 1163 5 3402 1610 15 1 11 2 496 79 0 1086 0 15988 1 132 11 256 1526 1075 97 56 583 0 
